,Request ID,Create Date,Master Request,Has Links,Status,Status Code,Last Action,Last Change,Close Date,Work Order Created,Request Type ID,Request Type,Request Type Private,Request Type Info,Department ID,Department,Address Number,Street ID,Street,Address,Complete Address,City ID,City,Cross Street ID,Cross Street,District ID,District,Escalations,Priority,Longitude,Latitude,Origin ID,Origin
435,5565,1/9/2017 19:06,0,False,Closed,1,1/9/2017 19:06,1/9/2017 19:06,1/9/2017 19:06,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
436,5566,1/9/2017 19:15,0,False,Closed,1,1/9/2017 19:15,1/9/2017 19:15,1/9/2017 19:15,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
437,5567,1/9/2017 19:16,0,False,Closed,1,1/9/2017 19:16,1/9/2017 19:16,1/9/2017 19:16,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
438,5568,1/9/2017 19:27,0,False,Closed,1,1/9/2017 19:27,1/9/2017 19:27,1/9/2017 19:27,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
439,5569,1/9/2017 19:34,0,False,Closed,1,1/9/2017 19:34,1/9/2017 19:34,1/9/2017 19:34,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
440,5570,1/9/2017 19:39,0,False,Closed,1,1/9/2017 19:39,1/9/2017 19:39,1/9/2017 19:39,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
441,5571,1/9/2017 19:40,0,False,Closed,1,1/9/2017 19:40,1/9/2017 19:40,1/9/2017 19:40,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
442,5572,1/9/2017 19:42,0,False,Closed,1,1/9/2017 19:42,1/9/2017 19:42,1/9/2017 19:42,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
443,5573,1/9/2017 19:46,0,False,Closed,1,1/9/2017 19:46,1/9/2017 19:46,1/9/2017 19:46,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
444,5574,1/9/2017 19:51,0,False,Closed,1,1/9/2017 19:51,1/9/2017 19:51,1/9/2017 19:51,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
445,5575,1/9/2017 20:05,0,False,Closed,1,1/9/2017 20:05,1/9/2017 20:05,1/9/2017 20:05,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
446,5576,1/9/2017 20:08,0,False,Closed,1,1/10/2017 13:29,1/10/2017 13:29,1/10/2017 13:29,False,322,Snow Removal Issues - Street Unplowed,False,,11,Highway,,560,HAMMOND FARM RD,HAMMOND FARM RD,"HAMMOND FARM RD, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.1580107,42.790271399999995,1,Call Center
447,5577,1/9/2017 20:26,0,False,Closed,1,1/9/2017 20:26,1/9/2017 20:26,1/9/2017 20:26,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
448,5578,1/9/2017 20:41,0,False,Closed,1,1/9/2017 20:41,1/9/2017 20:41,1/9/2017 20:41,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
449,5579,1/9/2017 20:41,0,False,Closed,1,1/9/2017 20:41,1/9/2017 20:41,1/9/2017 20:41,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
450,5580,1/9/2017 20:42,0,False,Closed,1,1/9/2017 20:42,1/9/2017 20:42,1/9/2017 20:42,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
451,5581,1/9/2017 20:46,0,False,Closed,1,1/9/2017 20:46,1/9/2017 20:46,1/9/2017 20:46,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
452,5582,1/10/2017 13:24,0,False,Closed,1,1/10/2017 13:24,1/10/2017 13:24,1/10/2017 13:24,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
453,5583,1/10/2017 13:37,0,False,Closed,1,1/10/2017 13:50,1/10/2017 13:50,1/10/2017 13:50,False,345,TRASH - Missed Pick Up,False,Please describe the situation.,11,Highway,107,1159,MONMOUTH STREET,107 MONMOUTH STREET,"107 MONMOUTH STREET, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0772796,42.7762015,1,Call Center
454,5584,1/10/2017 13:37,0,False,Closed,1,1/10/2017 16:22,1/10/2017 16:22,1/10/2017 16:22,False,321,Snow Removal Issues - Sanding Request,False,,11,Highway,,1158,RESEARCH DR,RESEARCH DR,"RESEARCH DR, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0772796,42.7762015,1,Call Center
455,5585,1/10/2017 13:40,0,False,Closed,1,1/10/2017 13:40,1/10/2017 13:40,1/10/2017 13:40,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
456,5586,1/10/2017 13:41,0,False,Closed,1,1/10/2017 14:02,1/10/2017 14:02,1/10/2017 14:02,False,291,Highway - Pothole,False,"<p>Please answer the following;
</p><p>1. Approximate size of pothole?
<br>2. Is it posing an immediate hazard?
<br>3. Side or center of street?
<br>4. Has it been there over 2 weeks?</p>",11,Highway,322,494,FERRY RD,322 FERRY RD,"322 FERRY RD, Haverhill, MA",1,Haverhill,0,,12,Polygon 0,0,2,-71.11503909999999,42.748583399999994,1,Call Center
457,5587,1/10/2017 13:43,0,False,Closed,1,1/10/2017 13:43,1/10/2017 13:43,1/10/2017 13:43,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
458,5588,1/10/2017 14:00,0,False,Closed,1,1/10/2017 14:00,1/10/2017 14:00,1/10/2017 14:00,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
459,5589,1/10/2017 14:08,0,False,Closed,1,1/10/2017 14:08,1/10/2017 14:08,1/10/2017 14:08,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
460,5590,1/10/2017 14:14,0,False,Closed,1,1/10/2017 14:14,1/10/2017 14:14,1/10/2017 14:14,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
461,5591,1/10/2017 14:14,0,False,Closed,1,1/10/2017 14:14,1/10/2017 14:14,1/10/2017 14:14,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
462,5592,1/10/2017 14:18,0,False,Closed,1,1/10/2017 16:22,1/10/2017 16:22,1/10/2017 16:22,False,321,Snow Removal Issues - Sanding Request,False,,11,Highway,,460,EDGEHILL RD,EDGEHILL RD,"EDGEHILL RD, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0685166,42.7957941,1,Call Center
463,5593,1/10/2017 14:21,0,False,Closed,1,1/10/2017 14:21,1/10/2017 14:21,1/10/2017 14:21,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
464,5594,1/10/2017 14:46,0,False,Closed,1,1/10/2017 14:46,1/10/2017 14:46,1/10/2017 14:46,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
465,5595,1/10/2017 14:47,0,False,Closed,1,1/10/2017 14:47,1/10/2017 14:47,1/10/2017 14:47,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
466,5596,1/10/2017 14:49,0,False,Closed,1,1/10/2017 14:49,1/10/2017 14:49,1/10/2017 14:49,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
467,5597,1/10/2017 14:55,0,False,Closed,1,1/10/2017 18:45,1/10/2017 18:45,1/10/2017 18:45,False,345,TRASH - Missed Pick Up,False,Please describe the situation.,11,Highway,44,902,SCOTLAND HEIGHTS RD,44 SCOTLAND HEIGHTS RD,"44 SCOTLAND HEIGHTS RD, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.13900579999999,42.7673684,1,Call Center
468,5598,1/10/2017 14:56,0,False,Closed,1,1/10/2017 18:31,1/10/2017 18:31,1/10/2017 18:31,False,345,TRASH - Missed Pick Up,False,Please describe the situation.,11,Highway,46,902,SCOTLAND HEIGHTS RD,46 SCOTLAND HEIGHTS RD,"46 SCOTLAND HEIGHTS RD, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.1390481,42.7675277,1,Call Center
469,5599,1/10/2017 14:58,0,False,Closed,1,1/10/2017 14:58,1/10/2017 14:58,1/10/2017 14:58,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
470,5600,1/10/2017 14:59,0,False,Closed,1,1/10/2017 14:59,1/10/2017 14:59,1/10/2017 14:59,False,901,A - Information Other,False,,8,311 Call Center,,304,BLAISDELL ST,BLAISDELL ST,"BLAISDELL ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0923968,42.7761216,1,Call Center
471,5601,1/10/2017 15:00,0,False,Closed,1,1/10/2017 15:00,1/10/2017 15:00,1/10/2017 15:00,False,901,A - Information Other,False,,8,311 Call Center,81,921,SNOW RD,81 SNOW RD,"81 SNOW RD, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.13480229999999,42.7694386,1,Call Center
472,5602,1/10/2017 15:01,0,False,Closed,1,1/10/2017 15:01,1/10/2017 15:01,1/10/2017 15:01,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
473,5603,1/10/2017 15:03,0,False,Closed,1,1/10/2017 15:03,1/10/2017 15:03,1/10/2017 15:03,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
474,5604,1/10/2017 15:09,0,False,Closed,1,1/10/2017 15:09,1/10/2017 15:09,1/10/2017 15:09,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
475,5605,1/10/2017 15:16,0,False,Closed,1,1/12/2017 14:50,1/12/2017 14:50,1/12/2017 14:50,False,291,Highway - Pothole,False,"<p>Please answer the following;
</p><p>1. Approximate size of pothole?
<br>2. Is it posing an immediate hazard?
<br>3. Side or center of street?
<br>4. Has it been there over 2 weeks?</p>",11,Highway,,637,KENOZA AVE,KENOZA AVE,"KENOZA AVE, Haverhill, MA",1,Haverhill,660,LAKEWOOD TER,0,,0,2,-71.0711897,42.787530700000005,1,Call Center
476,5606,1/10/2017 15:18,0,False,Closed,1,4/25/2017 14:53,4/25/2017 14:53,4/25/2017 14:53,False,1094,Stormwater/Sewer - Manhole issue,False,,19,Stormwater/Sewer,,637,KENOZA AVE,KENOZA AVE,"KENOZA AVE, Haverhill, MA",1,Haverhill,660,LAKEWOOD TER,0,,0,2,-71.0711897,42.787530700000005,1,Call Center
477,5607,1/10/2017 15:20,0,False,Closed,1,1/10/2017 15:20,1/10/2017 15:20,1/10/2017 15:20,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
478,5608,1/10/2017 15:20,0,False,Closed,1,1/10/2017 15:20,1/10/2017 15:20,1/10/2017 15:20,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
479,5609,1/10/2017 15:26,0,False,Closed,1,1/10/2017 15:26,1/10/2017 15:26,1/10/2017 15:26,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
480,5610,1/10/2017 15:28,0,False,Closed,1,1/10/2017 15:28,1/10/2017 15:28,1/10/2017 15:28,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
481,5611,1/10/2017 15:30,0,False,Closed,1,1/10/2017 15:30,1/10/2017 15:30,1/10/2017 15:30,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
482,5612,1/10/2017 15:41,0,False,Closed,1,1/10/2017 15:41,1/10/2017 15:41,1/10/2017 15:41,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
483,5613,1/10/2017 15:43,0,False,Closed,1,1/10/2017 15:43,1/10/2017 15:43,1/10/2017 15:43,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
484,5614,1/10/2017 15:51,0,False,Closed,1,1/10/2017 15:51,1/10/2017 15:51,1/10/2017 15:51,False,1049,New Toter Request,True,,11,Highway,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
485,5615,1/10/2017 15:52,0,False,Closed,1,1/10/2017 16:14,1/10/2017 16:14,1/10/2017 16:14,False,291,Highway - Pothole,False,"<p>Please answer the following;
</p><p>1. Approximate size of pothole?
<br>2. Is it posing an immediate hazard?
<br>3. Side or center of street?
<br>4. Has it been there over 2 weeks?</p>",11,Highway,84,705,MADISON ST,84 MADISON ST,"84 MADISON ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0492215,42.765174200000004,2,Control Panel
486,5616,1/10/2017 16:00,0,False,Closed,1,1/10/2017 16:00,1/10/2017 16:00,1/10/2017 16:00,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
487,5617,1/10/2017 16:08,0,False,Closed,1,1/10/2017 16:22,1/10/2017 16:22,1/10/2017 16:22,False,321,Snow Removal Issues - Sanding Request,False,,11,Highway,,1018,VICTORY AVE,VICTORY AVE,"VICTORY AVE, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0704922,42.79424960000001,1,Call Center
488,5618,1/10/2017 16:14,0,False,Closed,1,1/10/2017 16:14,1/10/2017 16:14,1/10/2017 16:14,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
489,5619,1/10/2017 16:16,0,False,Closed,1,1/10/2017 16:16,1/10/2017 16:16,1/10/2017 16:16,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
490,5620,1/10/2017 16:27,0,False,Closed,1,1/10/2017 16:27,1/10/2017 16:27,1/10/2017 16:27,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
491,5621,1/10/2017 16:39,0,False,Closed,1,1/10/2017 16:39,1/10/2017 16:39,1/10/2017 16:39,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
492,5622,1/10/2017 16:47,0,False,Closed,1,10/24/2018 16:38,10/24/2018 16:38,10/24/2018 16:38,False,330,Traffic/Street Lights - Street Light Repair - National Grid-Owned,False,,11,Highway,18,475,ESSEX ST,18 ESSEX ST,"18 ESSEX ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.083578,42.774024,1,Call Center
493,5623,1/10/2017 17:01,0,False,Closed,1,1/10/2017 17:01,1/10/2017 17:01,1/10/2017 17:01,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
494,5624,1/10/2017 17:01,0,False,Closed,1,1/10/2017 17:01,1/10/2017 17:01,1/10/2017 17:01,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
495,5625,1/10/2017 17:21,0,False,Closed,1,1/12/2017 14:11,1/12/2017 14:11,1/12/2017 14:11,False,338,Litter Problems,False,Please describe the situation.,11,Highway,77,699,LOWELL AVE,77 LOWELL AVE,"77 LOWELL AVE, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.1032557,42.7770797,1,Call Center
496,5626,1/10/2017 17:22,0,False,Closed,1,1/10/2017 17:22,1/10/2017 17:22,1/10/2017 17:22,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
497,5627,1/10/2017 17:32,0,False,Closed,1,1/10/2017 17:32,1/10/2017 17:32,1/10/2017 17:32,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
498,5628,1/10/2017 17:42,0,False,Closed,1,1/11/2017 15:22,1/11/2017 15:22,1/10/2017 17:42,False,901,A - Information Other,False,,8,311 Call Center,31,481,FAIRMOUNT AVE,31 FAIRMOUNT AVE,"31 FAIRMOUNT AVE, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0820355,42.7974635,1,Call Center
499,5629,1/10/2017 17:52,0,False,Closed,1,1/10/2017 17:52,1/10/2017 17:52,1/10/2017 17:52,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
500,5630,1/10/2017 17:53,0,False,Closed,1,1/10/2017 18:40,1/10/2017 18:40,1/10/2017 18:40,False,330,Traffic/Street Lights - Street Light Repair - National Grid-Owned,False,,11,Highway,,598,HOYT RD,HOYT RD,"HOYT RD, Haverhill, MA",1,Haverhill,647,KINGSBURY AVE,12,Polygon 0,0,2,-71.0832625,42.7535102,1,Call Center
501,5631,1/10/2017 17:58,0,False,Closed,1,1/10/2017 17:58,1/10/2017 17:58,1/10/2017 17:58,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
502,5632,1/10/2017 18:12,0,False,Closed,1,1/10/2017 18:12,1/10/2017 18:12,1/10/2017 18:12,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
503,5633,1/10/2017 18:20,0,False,Closed,1,1/10/2017 18:20,1/10/2017 18:20,1/10/2017 18:20,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
504,5634,1/10/2017 18:22,0,False,Closed,1,1/10/2017 18:22,1/10/2017 18:22,1/10/2017 18:22,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
505,5635,1/10/2017 18:24,0,False,Closed,1,1/10/2017 18:24,1/10/2017 18:24,1/10/2017 18:24,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
506,5636,1/10/2017 18:35,0,False,Closed,1,1/10/2017 18:35,1/10/2017 18:35,1/10/2017 18:35,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
507,5637,1/10/2017 18:37,0,False,Closed,1,1/10/2017 18:37,1/10/2017 18:37,1/10/2017 18:37,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
508,5638,1/10/2017 18:50,0,False,Closed,1,1/10/2017 18:50,1/10/2017 18:50,1/10/2017 18:50,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
509,5639,1/10/2017 19:11,0,False,Closed,1,1/10/2017 19:11,1/10/2017 19:11,1/10/2017 19:11,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
510,5640,1/10/2017 19:12,0,False,Closed,1,1/10/2017 19:12,1/10/2017 19:12,1/10/2017 19:12,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
511,5641,1/10/2017 19:13,0,False,Closed,1,1/12/2017 18:00,1/12/2017 18:00,1/12/2017 18:00,False,345,TRASH - Missed Pick Up,False,Please describe the situation.,11,Highway,100,328,BROADWAY,100 BROADWAY,"100 BROADWAY, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.09662270000001,42.7788492,1,Call Center
512,5642,1/10/2017 19:22,0,False,Closed,1,1/10/2017 19:22,1/10/2017 19:22,1/10/2017 19:22,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
513,5643,1/10/2017 19:23,0,False,Closed,1,1/10/2017 19:23,1/10/2017 19:23,1/10/2017 19:23,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
514,5644,1/10/2017 19:24,0,False,Closed,1,1/10/2017 19:24,1/10/2017 19:24,1/10/2017 19:24,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
515,5645,1/10/2017 19:28,0,False,Closed,1,1/10/2017 19:28,1/10/2017 19:28,1/10/2017 19:28,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
516,5646,1/10/2017 19:30,0,False,Closed,1,1/10/2017 19:30,1/10/2017 19:30,1/10/2017 19:30,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
517,5647,1/10/2017 19:36,0,False,Closed,1,1/10/2017 19:36,1/10/2017 19:36,1/10/2017 19:36,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
518,5648,1/10/2017 19:37,0,False,Closed,1,1/10/2017 19:37,1/10/2017 19:37,1/10/2017 19:37,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
519,5649,1/10/2017 19:44,0,False,Closed,1,1/10/2017 19:44,1/10/2017 19:44,1/10/2017 19:44,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
520,5650,1/10/2017 20:08,0,False,Closed,1,1/10/2017 20:08,1/10/2017 20:08,1/10/2017 20:08,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
521,5651,1/10/2017 20:17,0,False,Closed,1,1/10/2017 20:17,1/10/2017 20:17,1/10/2017 20:17,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
522,5652,1/10/2017 20:25,0,False,Closed,1,1/12/2017 15:31,1/12/2017 15:31,1/12/2017 15:31,False,345,TRASH - Missed Pick Up,False,Please describe the situation.,11,Highway,16,551,GROVE ST,16 GROVE ST,"16 GROVE ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.09290190000002,42.7732233,1,Call Center
523,5653,1/10/2017 20:26,0,False,Closed,1,1/10/2017 20:26,1/10/2017 20:26,1/10/2017 20:26,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
524,5654,1/10/2017 20:29,0,False,Closed,1,1/10/2017 20:29,1/10/2017 20:29,1/10/2017 20:29,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
525,5655,1/10/2017 20:31,0,False,Closed,1,1/10/2017 20:31,1/10/2017 20:31,1/10/2017 20:31,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
526,5656,1/10/2017 20:34,0,False,Closed,1,1/10/2017 20:34,1/10/2017 20:34,1/10/2017 20:34,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
527,5657,1/11/2017 13:23,0,False,Closed,1,1/11/2017 13:23,1/11/2017 13:23,1/11/2017 13:23,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
528,5658,1/11/2017 13:23,0,False,Closed,1,1/11/2017 13:23,1/11/2017 13:23,1/11/2017 13:23,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
529,5659,1/11/2017 13:26,0,False,Closed,1,1/11/2017 13:26,1/11/2017 13:26,1/11/2017 13:26,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
530,5660,1/11/2017 13:47,0,False,Closed,1,1/11/2017 13:47,1/11/2017 13:47,1/11/2017 13:47,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
