,Unnamed: 0,objectid,mapc_id,muni_id,muni,parloc_id,poly_typ,map_num,mappar_id,loc_id_cnt,land_value,bldg_value,othr_value,total_value,ls_price,ls_date,bldg_area,res_area,luc_1,luc_2,luc_adj_1,luc_adj_2,num_units,units_est,units_src,num_rooms,yr_built,site_addr,addr_str,addr_num,addr_zip,owner_name,owner_addr,owner_city,owner_stat,owner_zip,fy,lot_areaft,far,pct_imperv,pct_bldg,pct_pave,landv_pac,bldgv_psf,totv_pac,bldlnd_rat,sqm_imperv,sqm_bldg,sqm_pave,realesttyp,temp,shape,FullOwnerAddress,std_name,matchAgencyList,std_binary
31179,821381,821358,1537256,35,Boston,M_234742_893270,Boston_poly,,1402931000,1.0,555900.0,0.0,0.0,555900.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, TALBOT AV,TALBOT AV,,02124,MASS BAY TRANSPORTATION AUTH,50 HIGH,BOSTON,MA,2110.0,2017.0,54325.51530749,0.0,46.20269578,0.0,0.0,445739.05765896,-0.9999,445739.05765896,0.0,2331.85160316,-0.9999,0.0,12.0,,0301000028000000080010006A690000AB03210101000000B9F4A8A0B315AF9AFFC6A411BA850A8EF71792F50894F6189E8308B4AB18B2A50C86E5279C820ABC812D8ED209B2DD2DBCD20586E12180E204AE84208CBD0390C42084AA02BAAF1DB2D901A4B71F8A678CBF21F62DA0B924D2860198CF1AD6D00FA88606D8E40980E503AAFA02D8D5229CDE08ECDC02B648DE9222F05FEEF327CE9402E8EC27DAC803E4DF27CAFC04FCCB27C6AF06CAB227F4A903D8E510DE17C876C2F103F6D315CA2FD4CA01CCB211E6A23DE805F210FA880EF4DE29F8840AC4A11BEAE205D0990EE6C105C0C80DC2EC03C0BB09C2DE0FFCC3249CC708EC4A98AC06E070B8F9139CA72F,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31180,883751,883716,1599614,35,Boston,M_232469_890260,Boston_poly,,1804382000,1.0,812300.0,0.0,0.0,812300.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, RIVER ST,RIVER ST,,02136,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,02110,2017.0,123040.62181547,0.0,63.40170269,0.0,0.0,287578.09801276,-0.9999,287578.09801276,0.0,7247.34902324,-0.9999,0.0,12.0,,2C0100002E000000080010006A6900009404210101000000A5DBAE8CB3158D88B1ACA411EAD102E410B2028006E0C525FE9A01E49622DA8D02EEE619CCB802B2D303C2A739802EFECB0AD09517CE9819D0EF1ADA971AF8E91BD89619D0C50ECAB10CC4F80EC0F50BC8A80FF2B60BE6B40EE6840AEED704EAA103E2E60ACC9408FEA549FE8535C2FB4ECC893A96C613CE891498F80C8EA7098CC2A801BAED778A92208EB61986A810B8F90D868E10AAAF0E96F30FB2E40E803E9E47AEB70994CF0894D211B6B012929E11A0881398E81088DE13848D0180D101A2E821A8E72AB0A20280EB0186AB02A2E00182B3029AD501A2BA028ECA01ACC102AABE01A0C802AEB201AACE02BAA6019ED402AC9A01B2D9028A8E01B2DE02A48101EAFC0196FC06D08907FE0592DB0688EF08,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31181,854322,854316,1570214,35,Boston,M_235627_896954,Boston_poly,,0703607000,1.0,1121600.0,0.0,0.0,1121600.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, E COTTAGE ST,E COTTAGE ST,,02125,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,2110.0,2017.0,82549.6011163,0.0,35.27196975,0.0,0.0,591848.96521994,-0.9999,591848.96521994,0.0,2705.04460483,-0.9999,0.0,12.0,,9B00000015000000080010006A6900008302210101000000BFAD85A9B315ADD0B3EAA411B69C12AAD55FB6AA0AA8BD2ECA9903BCD604DAF40584B008EE8517A2CA22EEE703EEDC10C6B306D6A204C0CB05F4C01CFC8A04F8A016E4A904F8C217D6D704D0C619CEFB04EAC119EE9A05F4D51CFCEE05F29820F08406FA9E21F09405C69E1E8ED909F0AC01B8F209CA71BCE317E6F001A6AB10B48055,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31182,798456,798451,1514349,35,Boston,M_233360_891316,Boston_poly,,1801039000,1.0,1646300.0,0.0,0.0,1646300.0,0.0,,0.0,0.0,986,986,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0, BLUE HILL AV,BLUE HILL AV,,2126.0,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,02110,2017.0,161891.71668792,0.0,45.6486448,0.37184942,45.27679538,442967.86436728,-0.9999,442967.86436728,0.0,6865.65941497,55.92699411,6809.73242086,12.0,,2B0100002E000000080010006A690000930421010100000097F9A693B315B9E8D9B4A41182B71BB4F0188CE80F90AC0EBEEA12808B11A8F4189CCC16AC850A8E8E09ACB411AEE50F9EA506AADA05B4B10FB0FA0D86EB1ABEED1980D10F88920F8609B8C20DA47B9E952DD60B9CF70BF0D31BC6BB1BE89802E28502F0F319DA921BD8CC0ED68E0EF6D009D4EA08D4C551E2884BD0FE1AE6EA18D0E424EE9421C8A60FFA890DFEFF11E4B10FD2A30CCEBF0AF0A60CCCC20A88EA05D89D06D04AE646D2F80DDCA10DC4F50DD69E0DD0CB0DE8F60CD88118D0A316BA2CE01DF4DC0BFEED0BC4B90CF4CA0CFC9A0CF4B50CCA830CCE8B0CD4AC0DDCBF0DD48501F68601A2A31AE0D4109E8701B88401A8BA31AEBD30BC8A09A0C40882FA778EA06E92BE06DA880594F90DA0D30C,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31183,811772,811747,1527645,35,Boston,M_231206_889035,Boston_poly,,1809226000,1.0,652400.0,0.0,0.0,652400.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, DANA AV,DANA AV,,2136.0,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,02110,2017.0,66440.49970315,0.0,48.29345376,0.10659007,48.18686368,427729.23332863,-0.9999,427729.23332863,0.0,2980.923934,6.57929539,2974.34463861,12.0,,410100003D000000080010006A690000A9042101010000008F98B5FFB2159DD69AA0A411C0E306F64DDE8317FCED1DE09D2EFC8B3FFE8A24CCFF31C6F306E8DE09DCC30EDAFA13D4B30D8CD607C0E418D4CF2BD821CA36E61FD437DC1DDA38E21BD439DE19D63ADE17D03BD815F43BC613F23CCC11CE3DF00EFC3DF60CD23EE20AF63ED208C03FC406D23FF403E83FE001DC3F2CE63FB602DC3F8E05DC3F9607C63FA409F63EB80BD63EBC0DFA3D8E10DC3D8A12EC3CA614C63CA016D63BAA18DA3AB01AE039AC1CE838AA1ED837A820D436A422C8359A24F8338A4EE663BEB912C0EF179AF30884B30CB0960B88BD0F848D0C96EE10BCEF12BAA91AA29D09A6860D98B20EA4EF13BCCD0EB2AE1492E90CB8EF11A0E90E8AD214AE8C0F9E8315B6AC0680EC08A0D127B09837D2BC089221C6FE04A68801C4C406D601EEE805BC3B,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31184,815531,815502,1531400,35,Boston,M_234523_892898,Boston_poly,,1701604000,1.0,1755200.0,0.0,0.0,1755200.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, WOODROW AV,WOODROW AV,,2124.0,MASS BAY TRANSPORTATION AUTH,50 HIGH,BOSTON,MA,02110,2017.0,175892.57617703,0.0,56.31602895,0.3885118,55.92751714,434677.31078683,-0.9999,434677.31078683,0.0,9202.57300874,63.48651195,9139.0864968,12.0,,8002000068000000080010006A690000A80921010100000087D8AAA0B315A7D9BBC6A411ECD20F9E9D01D29F109EA301C4E90E849501C8A110C8E21CE4F108C0DD0FD2E70BE88315E69F08CEBA0EFABC18C8AB26FCEC07C2860BD8FB08D6DC0CF6B809C4A60DFEA303FAE104F8C605F4B307E88A08F0DF0AC4AE0AF2F90DD6B607E6E509CCDC04F8D605C2C804CCBC05CC7AE29201EAB209D8A20BFA11E015C29001ECAC01DAF406DAA408EA9801C0B701D0A405E0A106DCAF0AD8C10CD49E0CE4C80EC4FE09D2830CCAC60AE6D70CD0E208C4C40AD0A90AF4B20CD8E008D4D20ADAC902C28C03CAD506F29308D445DA54D29D09EC9E0BD604D20AC4DB09E4ED0BDC7EC09101E2DC08C8D10AE81DE822F8EC08E8E30AC4E00BDCA70EDAAA06E6AC08FCFB08C6DA0BD2800ACC930DF69E03E29A04FCF404ECF706C8FF08F2D80CD6D208E0990CC6D304C0C806E4BF0ED48C16C2E802FAA404EAD207E2CA0BF28909EAEA0ECAA908DADF0DD4F207F0FF0CEC9C02ECFC03E2BA0AECD612FCA60AFAB312E2DE05DE830ADED204F88C09F6FC04FEF508C2E804CAFD07E4AB0AFCF413BCED2AA0C616B0F70ABCF711BAA50196AD0296950888C60D9AF0088CDD0EA48C088CA90D82FB079E9A0DA2DE0DB8E416847AECB70284EF05BAF90980E50784A40C86F416A6D92192F128BEA33694DC30A8B43B8445C4459CFB1194AA16AC8D12ACC716B0F410A08C15BAF10C90FF0FA6E70AA6B90DBEF71194A916B4CA04A2AE05B4CB0EB6B4119690049AE505AAA10680B908B2AE0EB4AE13A2BE0498ED05849C1F9CA42ABAD708A0D60B8CB80DB88E14B0B703BCCA05A0D708A4FF0D86BB0B98FC13F0BD01BEBD0182AF039477A2AD11B4B720B88B0EC8C30582C01294A627,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31185,841102,841092,1556990,35,Boston,M_235788_898346,Boston_poly,,0801027001,1.0,104000.0,0.0,0.0,104000.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, S BAY AV,S BAY AV,,02118,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,2110.0,2017.0,3047.2974924000005,0.0,16.63181162,0.0,0.0,1486641.85603584,-0.9999,1486641.85603584,0.0,47.08517077,-0.9999,0.0,12.0,,6C0000000D000000080010006A6900009401210101000000939FD9AAB31585A8EFF7A411CA9301A68801C0AF0686BF05DAC706A6A105F4DE069A8305CAF50698E404DA8A079EC404DA9E07B4A304D4B107AC8204FEC207A8E003E0D30790BE03BCAE26F0ED208C9F1ACAED08,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31186,870284,870275,1586173,35,Boston,M_230941_888663,Boston_poly,,1810095000,1.0,2020200.0,0.0,0.0,2020200.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, DANA AV,DANA AV,,02136,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,02110,2017.0,228886.66277591,0.0,56.666149,0.07963527,56.58651374,384469.37419921,-0.9999,384469.37419921,0.0,12049.6359142,16.93384821,12032.70206599,12.0,,B902000080000000080010006A690000A10A21010100000091A5CCFCB2159DF9F49BA411A2F70892A216969919BE84238EC7A30192EBE201CEA313BA9819C2F301E8D302FA8B0EDAD113C8800BE8AA0FD0C508F0F30BFED907D0DE0AD4CB0AC0E10EEEED06D8C709DCEA07CCF50AE0F108DAB10CC6BB47E4AA65E48F0BD0E10FF0BB3BFE8556D2BB0AACE906E0CB0EEEF114C29403E0BA04F6F201C4F003FA8202ECE703C89302C4DF03EAA202E2D503C4B202ECCB03D0C102CCC103D4D70BEA9811E29B0AC6E00EF8C504E68C07C4D904C8BA06CEDA04EEB806DADB04EEB706F079F27DEEF66AF2D9B301E8F913FEF42AC0B826EEC54B9E16EE24A817C6248019CA23BA19D8228E1BDC21921CDE20981DE61FA01EDE1E981FEA1D9620DC1C9221D61B8C22D21A8023CA19BE23FA17A424E816B69702DCC303E828FA64D09001CAB4028EBE04F6E402BAF00DF2F00782C202DE9101A6B403CC890ABE8503FC970ABED602CAA50A94A702E8B00A8CF701DCBA0A84C701E4C20AAA9601EAC80A82AE06A8FF1F9A2E967C8C2AB67DB4258A7F9C219C8001BA1CA2810198189C82018014928301940FB88301B40A8C84018E06AA8401A401AA8401C003AA8401E607A08401C40C8C8401EE10B08301D015BA8201F0198A8201D61E968101EA22BE7FD027B87EDC2BA07DF42FAE7BC0348E7AD0388A78D63C8876DA408674DA44AE71D648926FC44CB06CEE4F886AE6538667F8569464D25A8C61F0D704AA8803AE981A94B737A0EE14BE832AA8D62AB88E4C8ABD1CA09631962AB82982318EC0018E2AB8C101A82394C301A81C90C401AC1598C501B40EB2C501820892C601389CC601A44FA2E903A83FAE9E02B6498E9C029A549A9902A25E809602AC68989202AC72948E02A27C868A028E86018E8502A88F01888002BA9801B0FA0186A201B8F40198EC12A4D11D88C020B0B72D86F40AA4EE0690F23BB8B753,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31187,803815,803813,1519711,35,Boston,M_235575_896691,Boston_poly,,0703677000,1.0,1049700.0,0.0,0.0,1049700.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, DUDLEY ST,DUDLEY ST,,2125.0,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,02110,2017.0,81968.47340945,0.0,58.52686302,5.3946275,53.13223552,557835.5933457,-0.9999,557835.5933457,0.0,4456.889145100001,410.80720011,4046.08194499,12.0,,C20000001D000000080010006A690000AA02210101000000BDE6C7A8B3158D86A1E8A411BAB81FA4AAAF01E4801C8A9003EA9D04D4E916ECF301FEE009DE9502EC960BC88F02C2F50AD09302F68B0BC6A102D8D10BDEB003FA8013F48910CEB754C2AD0A9EEB02C09C01E4C80DFA8B0CF6FE69E0DC01F6FE0AF6D903FCEC1BA4A21ED8CD11AA9107A88F29A4C70A82863D9C018208AC9C02C217800A7AA48F02ACB30BEA1B965FCA1EAE49EC83029EF90494DB0290900FA2C20686AD24AC639AAC04,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31188,835342,835331,1551229,35,Boston,M_235509_896364,Boston_poly,,1301107000,1.0,932700.0,0.0,0.0,932700.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0, BIRD ST,BIRD ST,,02125,MASS BAY TRANSPORTATION AUTH,50 HIGH,BOSTON,MA,2110.0,2017.0,179336.19218779996,0.0,40.24154785,0.0,0.0,226548.87172721,-0.9999,226548.87172721,0.0,6704.59207896,-0.9999,0.0,12.0,,AE02000074000000080010006A690000960A21010100000095F193A7B315B38CD8E2A41186900E80C8268CE10AA0AF1D8A840C94EC20ACA905ACBE0EB28605AAE70D968C05BEF80DA08B05B8E10D84A80A9CA41CAA94088AA3169E81028E9206A698078CF915B6910186B604A4D603BAA20E94D20298980AA4F4039E900F828E0580D31398D70484CB15A29605A6EE17AA9C0588EB1D929502A8AF0CA850A4CC03A87698DA0484CE01B096089ED301A6B2088CC90180FE079ACB018C89088A72B4C3048A5288BF03BACC01A0DB08BCB80180EF07BA3E80D702A28D03A6F410B2D907A8E929CC8C11B2A109D8E001A679F69809AEFD04C8F303D28C14CCCE0BF0BF43FEED04D623C2C907D8BC17F03CFCB20EC602C440C68122FA856488920BE2EB02DE8203E6F413A8D405CAB801C8AA05C0D910E8EC04DC8F0FC48E05F0B210C68705C0BB0FE0DE04D0AB0DCA9A02F49E06CCE507DC8816CAB604E2C10CCE9104D4DA0BEAD603DCB40AFEB504D6C20CEAEA03C6ED0A5272D28F04F4D40BECAE03D0C309F8B104F8B50CFAFB03E6F80AFECE03FCE209C6E303F89E0AFEB904E8FD0BDE8E03C0CD08FAED03D4BF0AC4C703CAC409D88004F6FD0AF0D303C0830ACCEA03DCC00AD4B4189CB107E68A01E89F03FE7AF29E03F06BCE9D03F856C8FE02E257E8C503E03FC09103DC37C0BC03C225E49403D418FA9403DA0CDCE1038E05E6D903A2C601D29714AA1ADED003BE0DE8E30306E2DB03CE0CF0BF03E619F4D303DC26EAD003C837E6ED03FE3BECAC03D850F6DE03F25BECD003C04AD69A02D2BD01E08C05CADD18E4E74692A102F28905AE7EE6AB028E9501D0DF02B6EC15B8D40CA49111BAF334BEDD04B6BE0C80920A86DE06D02AB248EC66B4B0018EC805B08B10B89305AEF40E9AF308F4FE01AC950582CB17DC9B06C8F8019CFE01A0B60596D702A0A9078ADA10BACC2D,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31189,801874,801874,1517772,35,Boston,M_235317_895834,Boston_poly,,1301199000,1.0,310600.0,0.0,0.0,310600.0,0.0,,0.0,0.0,985,985,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, QUINCY ST,QUINCY ST,,2125.0,MASS BAY TRANSPORTATION AUTH,50 HIGH,BOSTON,MA,02110,2017.0,34237.74235651,0.0,39.30885048,0.11321249,39.195638,395170.21476239,-0.9999,395170.21476239,0.0,1250.33158362,3.60105025,1246.73053337,12.0,,A200000016000000080010006A6900008A022101010000009992A7A6B31583ECBCE0A411A2DA048AC80DA4FB08A4EA19B0B50ABAE41DD4E023E29305D4F409D2991A888B09E0E0039CE907E4B903ECCA04E0E90CEC8304F48F0BF6A405DADA0EF2EA07BE8104F0A809B6B904F89F1DF8A94DAEFF09E8920582B316D8F50BA0D608AC8E19A6F004AC870EA0F9049CA10EB2D60496BD0DBCD904A0C60DB2D60498BD0D,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31190,874601,874590,1590488,35,Boston,M_234813_893613,Boston_poly,,1700624000,1.0,210400.0,0.0,0.0,210400.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, TALBOT AV,TALBOT AV,,02124,MASS BAY TRANSPORTATION AUTH,50 HIGH,BOSTON,MA,02110,2017.0,16017.31917167,0.0,9.80312883,1.60158209,8.20154674,572194.62893701,-0.9999,572194.62893701,0.0,145.87614509,23.83245442,122.04369068,12.0,,590000000A000000080010006A6900008101210101000000BBF5ABA1B31591C0DACAA411E4F10386810EEE87048CD10ED6D70392A70DF29404B2FA0ECED81CD0BB07E68702F44E828A03DAEC2C86C12FF0C812FA8504B8CA0E,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31191,843777,843767,1559665,35,Boston,M_235887_898157,Boston_poly,,0801026004,1.0,21500.0,0.0,0.0,21500.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, MOORE ST,MOORE ST,,02118,MASS BAY TRANSP AUTH,50 HIGH,BOSTON,MA,2110.0,2017.0,2166.76014259,0.0,100.00004306,50.26034474,49.73969831,432230.58315946,-0.9999,432230.58315946,0.0,201.2986042,101.17332887,100.12527533,12.0,,4B00000008000000080010006A6900003301210101000000BDF6BEABB315A783A3F6A411F6E104B0A301C0BA09889602F8B109E4E313988405F82C92F704E44282AC05EE6082A608B6F911,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
33912,856777,856776,1572674,35,Boston,M_232208_895371,Boston_poly,,1901180000,1.0,34200.0,0.0,0.0,34200.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,58 CALL ST,CALL ST,58,02130,MASS BAY TRANSPORTATION AUTH,58 CALL  ST,JAMAICA PLAIN,MA,2130.0,2017.0,1457.61026742,0.0,0.0,0.0,0.0,1022050.9784395,-0.9999,1022050.9784395,0.0,-0.9999,-0.9999,0.0,12.0,,4700000007000000080010006A6900002F01210101000000AF99B588B315B982D1DBA411F8DB13A0BC09F089029473D2ED03C094079AD702DCA001BEB413C8CC09A2C603B0D007,58 CALL  ST JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
34570,847637,847626,1563524,35,Boston,M_232197_895322,Boston_poly,,1901188000,1.0,30100.0,0.0,0.0,30100.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,6 WILLIAMS ST,WILLIAMS ST,6,02130,MASS BAY TRANSPORTATION AUTH,6 WILLIAMS,JAMAICA PLAIN,MA,2130.0,2017.0,1805.38499543,0.0,38.64123971,0.0,0.0,726247.31197068,-0.9999,726247.31197068,0.0,64.81128293,-0.9999,0.0,12.0,,3C00000005000000080010006A6900002402210101000000A9E7A688B3159FB097DBA411C69810ACC009F6DB06E0DE0B9CB311DE8509A0C00592A30B,6 WILLIAMS JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
35578,856619,856617,1572515,35,Boston,M_232204_895365,Boston_poly,,1901181000,1.0,33900.0,0.0,0.0,33900.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,64 CALL ST,CALL ST,64,02130,MASS BAY TRANSPORTATION AUTH,64 CALL  ST,JAMAICA PLAIN,MA,2130.0,2017.0,1650.10242386,0.0,0.0,0.0,0.0,894904.44874794,-0.9999,894904.44874794,0.0,-0.9999,-0.9999,0.0,12.0,,4800000007000000080010006A69000030012101010000008DD3B188B31589B2C9DBA411FEB41388CC09DAD7029CA001FAC004CA8D0890C003D8D601BEA613E29D0984E603A09408,64 CALL  ST JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
35624,841073,841063,1556961,35,Boston,M_237139_900354,Boston_poly,,0602637010,1.0,4167600.0,0.0,0.0,4167600.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,64 SLEEPER ST,SLEEPER ST,64,02210,MASS BAY TRANSPORTATION AUTH,64 SLEEPER ST,BOSTON,MA,2210.0,2017.0,35670.56219846,0.0,100.00004306,0.02568427,99.97435878,5089369.07105562,-0.9999,5089369.07105562,0.0,3313.90366675,0.85115168,3313.05251507,12.0,,8D00000017000000080010006A690000B501210101000000BB8ABCB7B31591CA8D8BA511B48E02AEE1038C0CAE15ACE51CB6960EA6028020AC029C35289C35C8019C35FC029C35F6049235EE06BE34E608B434D40AA234CC0C8034C40EA433F806A016ECDA0D88D91CE8EB0BB48108B8DA02A88004DC9E0BA6CD07E4EF3DE49966BAA324EEE314A6921D9CFE33,64 SLEEPER ST BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
35893,828436,828417,1544315,35,Boston,M_232191_895339,Boston_poly,,1901185000,1.0,39200.0,0.0,0.0,39200.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,66 CALL ST,CALL ST,66,02130,MASS BAY TRANSPORTATION AUTH,66 CALL  ST,JAMAICA PLAIN,MA,2130.0,2017.0,2019.94155764,0.0,40.41367863,0.0,0.0,845347.22974543,-0.9999,845347.22974543,0.0,75.83975586,-0.9999,0.0,12.0,,5400000009000000080010006A6900003C01210101000000B5C6A388B315BFF9A7DBA411E4A604B0C802C2810D86E207C6DB01B28201D6D005B4AA03F6F004C6EE08AAC306F8D6039AF911D6A50AB48605B89108,66 CALL  ST JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
35894,845821,845810,1561708,35,Boston,M_232183_895330,Boston_poly,,1901187000,1.0,32600.0,0.0,0.0,32600.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,66 CALL ST,CALL ST,66,02130,MASS BAY TRANSPORTATION AUTH,66 CALL,JAMAICA PLAIN,MA,2130.0,2017.0,2099.9583129,0.0,3.57288719,0.0,0.0,676230.56671015,-0.9999,676230.56671015,0.0,6.97043233,-0.9999,0.0,12.0,,4200000006000000080010006A6900002A01210101000000A3CF9688B3158BF1A0DBA411FA990B92CD06DEDA068EF503F8FD06EAF60C9A9612D6AA09B6DB06A0DE0B,66 CALL JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
36333,888439,888407,1604305,35,Boston,M_238646_898838,Boston_poly,,0603407100,2.0,24825200.0,11339400.0,0.0,36164600.0,0.0,,60360.0,60360.0,985.0,985.0,985.0,985.0,0.0,2.0,loc_idcn,0.0,1899.0,680 - 696 E FIRST ST,E FIRST ST,680 - 696,02127,MASS  BAY  TRANSPORTATION,680-696  EAST  FIRST   ST,SOUTH  BISTON,MA,02127,2017.0,217904.64764061,0.27700189,95.27877011,5.810109400000001,89.46866072,4962655.56383875,187.86282306,7229446.42556767,0.45676973,19288.22991501,1176.19828379,18112.03163122,12.0,,BC0000001B000000080010006A690000A4022101010000009B8DDAC6B31593FDA8FCA411E4830786CE05C4D206A8B406C89A06BE9407CADC0596EE07F0F203A2AA06DAC703A4D706F29903968007CCEA02AEA407FAED149CAA3BFE82039AE406FEC8039AA406CC89048ADA05F0C204A28605FAF404AEAA04C69F05B4C703EAC00584DF02F0ED6BF68603BCD002E0FD5CE69825F28601A48D02CEB14ABC1AC6B80786EDAF0190FD04FE1A86B80790F237A4CA01F83C9AE510C816E603,680-696  EAST  FIRST   ST SOUTH  BISTON MA,MASS  BAY  TRANSPORTATION,0,1
36548,871106,871099,1586997,35,Boston,M_232468_895926,Boston_poly,,1900442000,1.0,498000.0,0.0,0.0,498000.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, LAWNDALE TE,LAWNDALE TE,,02130,MASS BAY TRANSPORTATION AUTH,7 LAMARTINE PL,JAMAICA PLAIN,MA,02130,2017.0,21920.46195378,0.0,28.20951042,0.0,0.0,989617.83039709,-0.9999,989617.83039709,0.0,574.48010034,-0.9999,0.0,12.0,,5400000009000000080010006A6900003C02210101000000A3ACF18AB3158BD7DFE0A41184CD0398D30B9A8002B6BD068AEF038EC20CA08309AA991DD8A720AAA00BCEA51CFEE85086E323D2DF0A98A906A0BA14,7 LAMARTINE PL JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
38511,469712,469689,820919,298,Topsfield,M_245390_931650,FEE,49,49044,1.0,21800.0,0.0,6400.0,28200.0,0.0,19000101.0,0.0,0.0,972,972,972.0,972.0,0.0,1.0,loc_idcn,0.0,0.0,228  BOSTON ST,BOSTON ST,228,,MASS BAY TRANSPORTATION AUTH,77 FRANKLIN ST - 9TH FLR,BOSTON,MA,02110,2020.0,105701.27437179,0.0,18.85143425,0.0,0.0,8983.88411723,-0.9999,11621.35468376,0.29357798,1851.20433794,-0.9999,0.0,12.0,,C10000001B000000080010006A690000A902020101000000A9ABD884B41599E198B7A711FAD54C9C9F52EEFE0DEE870DBEA416D08618ACA212D6DB1390B243D4DB48B2F305D4B106A6AC28CCD12B84C61CC0EA1E8EA121D8F523B2F616CAEA18949B18D69C1A90D617E4D119A4C30CF6D60DAE873DE6D542A2C036D4C13BFE2FDC9F04AC9906D6E2078EAF48D8954FBCC309AEB919D6DA2E8C9035F88326A4FA2AD2E202EAD902F6B13782B23CD4F35792EB5FD68D8901AEB69501FE8A2C8CA52F,77 FRANKLIN ST - 9TH FLR BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
