,YEAR,STATEFIP,CITY,CNTRY,MORTGAGE,RENT,RENTGRS,VACANCY,KITCHEN,FRIDGE,PHONE,CINETHH,FAMSIZE,SEX,AGE,MARST,RACE,RACED,CITIZEN,SCHOOL,EDUC,EDUCD,GRADEATT,GRADEATTD,EMPSTAT,EMPSTATD,INCTOT,FTOTINC
1376035,2016,25,930,840,0,1800,1860,0,4,2,2,1,1,2,31,6,6,620,3,2,10,101,6,60,1,10,10000,10000
1376067,2016,25,810,840,0,1800,1800,0,4,2,2,1,1,1,26,6,8,801,3,1,10,101,0,0,1,10,30000,30000
1376137,2016,25,810,840,0,2300,2350,0,4,2,2,1,4,1,33,1,1,100,3,1,11,114,0,0,1,10,120000,120000
1376138,2016,25,810,840,0,2300,2350,0,4,2,2,1,4,2,32,1,1,100,0,1,10,101,0,0,3,30,0,120000
1376141,2016,25,3770,840,0,420,420,0,4,2,2,1,2,2,54,1,1,100,0,1,8,81,0,0,3,30,13200,15600
1376142,2016,25,3770,840,0,420,420,0,4,2,2,1,2,1,49,1,1,100,0,1,6,63,0,0,3,30,2400,15600
1376253,2016,25,810,840,0,3000,3090,0,4,2,2,1,1,1,24,6,6,610,3,2,10,101,7,70,3,30,20000,20000
1376254,2016,25,810,840,0,3000,3090,0,4,2,2,1,1,1,24,6,6,610,3,2,10,101,7,70,3,30,20000,20000
1376293,2016,25,810,840,0,2200,2200,0,4,2,2,1,1,2,27,2,4,400,0,2,11,114,7,70,3,30,100000,100000
1376306,2016,25,7570,840,0,100,100,0,4,2,2,1,4,2,31,4,1,100,0,1,4,40,0,0,3,30,8800,8800
1376422,2016,25,810,840,0,1000,1108,0,4,2,2,3,2,2,74,6,7,700,2,1,11,116,0,0,3,30,9600,18000
1376423,2016,25,810,840,0,1000,1108,0,4,2,2,3,2,2,71,6,1,100,2,1,11,116,0,0,3,30,8400,18000
1376453,2016,25,810,840,0,1500,1560,0,4,2,2,1,1,2,29,6,1,100,0,1,10,101,0,0,1,10,50000,50000
1376516,2016,25,810,840,0,910,960,0,4,2,2,1,4,2,29,1,2,200,0,1,7,71,0,0,1,10,28600,60100
1376517,2016,25,810,840,0,910,960,0,4,2,2,1,4,1,27,1,2,200,0,1,6,64,0,0,1,10,31500,60100
1376535,2016,25,930,840,0,1900,1960,0,4,2,2,1,1,2,26,6,4,400,2,1,11,115,0,0,3,30,24000,24000
1376558,2016,25,810,840,0,1200,1250,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,32000,32000
1376559,2016,25,810,840,0,1200,1250,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,45000,45000
1376579,2016,25,3770,840,0,1000,1340,0,4,2,2,3,2,1,30,1,6,660,2,1,6,63,0,0,1,10,40000,70000
1376580,2016,25,3770,840,0,1000,1340,0,4,2,2,3,2,2,26,1,6,660,3,1,6,63,0,0,1,10,30000,70000
1376581,2016,25,3770,840,0,1000,1340,0,4,2,2,3,1,1,46,4,6,660,2,1,6,63,0,0,1,10,40000,40000
1376605,2016,25,810,840,0,1600,1690,0,4,2,2,1,2,1,26,6,1,100,0,2,7,71,6,60,1,10,28000,28000
1376606,2016,25,810,840,0,1600,1690,0,4,2,2,1,2,2,24,6,1,100,0,2,10,101,7,70,1,10,33000,28000
1376624,2016,25,930,840,0,2300,2380,0,4,2,2,1,2,1,30,6,1,100,0,2,10,101,7,70,1,10,61500,61500
1376625,2016,25,930,840,0,2300,2380,0,4,2,2,1,2,2,22,6,1,100,0,2,11,114,7,70,3,30,39700,61500
1376637,2016,25,810,840,0,1800,1993,0,4,2,2,1,2,1,31,1,1,100,0,2,11,114,7,70,1,12,60000,105000
1376638,2016,25,810,840,0,1800,1993,0,4,2,2,1,2,2,29,1,1,100,0,1,11,114,0,0,1,10,45000,105000
1376652,2016,25,810,840,0,270,290,0,4,2,2,3,1,1,60,6,1,100,0,1,6,63,0,0,3,30,11000,11000
1376680,2016,25,810,840,0,1900,1940,0,4,2,2,1,1,1,22,6,1,100,0,2,6,63,6,60,3,30,46000,46000
1376703,2016,25,3770,840,0,800,900,0,4,2,2,3,3,2,35,6,1,100,3,1,6,65,0,0,1,10,30000,45000
1376704,2016,25,3770,840,0,800,900,0,4,2,2,3,3,2,51,4,1,100,3,1,6,65,0,0,1,10,15000,45000
1376732,2016,25,6670,840,0,260,260,0,4,2,2,1,1,2,70,4,1,100,0,2,7,71,6,60,3,30,10500,10500
1376740,2016,25,810,840,0,3500,3690,0,4,2,2,1,4,1,43,1,1,100,0,1,10,101,0,0,1,10,603000,813000
1376741,2016,25,810,840,0,3500,3690,0,4,2,2,1,4,2,42,1,1,100,2,2,11,114,7,70,1,10,210000,813000
1376755,2016,25,810,840,0,800,850,0,4,2,2,1,1,1,53,3,7,700,0,1,2,25,0,0,3,30,31200,31200
1376768,2016,25,7570,840,0,850,1000,0,4,2,2,1,1,1,31,6,7,700,0,1,6,63,0,0,1,10,543000,543000
1376769,2016,25,7570,840,0,850,1000,0,4,2,2,1,1,1,29,4,7,700,0,1,6,63,0,0,1,10,280000,280000
1376770,2016,25,7570,840,0,850,1000,0,4,2,2,1,1,1,25,4,7,700,0,1,6,65,0,0,1,10,20000,20000
1376785,2016,25,6670,840,0,660,700,0,4,2,2,1,2,2,36,4,1,100,0,1,8,81,0,0,1,10,9000,9000
1376786,2016,25,6670,840,0,660,700,0,4,2,2,1,2,1,36,4,1,100,0,1,10,101,0,0,1,10,12000,9000
1376804,2016,25,810,840,0,620,690,0,4,2,2,1,1,1,60,4,8,801,3,1,2,26,0,0,1,10,26000,26000
1376828,2016,25,930,840,0,3500,3500,0,4,2,2,1,2,1,41,1,1,100,3,1,11,114,0,0,1,10,200000,200000
1376829,2016,25,930,840,0,3500,3500,0,4,2,2,1,2,2,38,1,1,100,3,1,11,114,0,0,3,30,0,200000
1376847,2016,25,810,840,0,3500,3560,0,4,2,2,1,1,1,41,6,1,100,1,1,11,115,0,0,1,10,180050,180050
1376856,2016,25,930,840,0,1500,1500,0,4,2,2,1,1,1,28,6,1,100,3,2,11,115,7,70,3,30,28300,28300
1376863,2016,25,6670,840,0,1000,1400,0,4,2,2,1,6,2,51,1,2,200,0,1,10,101,0,0,1,10,30000,53000
1376864,2016,25,6670,840,0,1000,1400,0,4,2,2,1,6,1,44,1,2,200,3,1,0,2,0,0,1,10,22000,53000
1376865,2016,25,6670,840,0,1000,1400,0,4,2,2,1,6,2,33,2,2,200,0,1,6,63,0,0,3,30,1000,53000
1376932,2016,25,810,840,0,1400,1440,0,4,2,2,1,2,2,60,4,1,100,0,1,6,63,0,0,1,10,30000,77000
1376933,2016,25,810,840,0,1400,1440,0,4,2,2,1,2,1,39,6,1,100,0,1,6,63,0,0,1,10,47000,77000
1376952,2016,25,930,840,0,1500,1740,0,4,2,2,1,2,1,27,6,8,818,0,2,6,63,6,60,1,10,48000,48000
1376953,2016,25,930,840,0,1500,1740,0,4,2,2,1,1,2,32,6,1,100,0,1,11,116,0,0,3,30,6500,6500
1376954,2016,25,930,840,0,1500,1740,0,4,2,2,1,1,2,27,6,1,100,0,1,10,101,0,0,1,10,42000,42000
1376955,2016,25,930,840,0,1500,1740,0,4,2,2,1,2,1,35,6,1,100,0,1,10,101,0,0,1,10,66000,48000
1376956,2016,25,930,840,0,1500,1740,0,4,2,2,1,1,2,27,6,1,100,3,1,7,71,0,0,1,10,42500,42500
1376971,2016,25,810,840,0,110,190,0,4,2,2,1,1,2,62,5,2,200,0,1,10,101,0,0,3,30,15200,15200
1376978,2016,25,810,840,0,1700,1860,0,4,2,2,1,6,2,37,6,2,200,0,1,6,63,0,0,1,10,39700,39700
1376983,2016,25,810,840,0,1700,1860,0,4,2,2,1,6,1,37,6,2,200,0,1,6,63,0,0,3,30,7500,39700
1377008,2016,25,810,840,0,1200,1280,0,4,2,2,1,1,2,44,2,2,200,0,2,8,81,6,60,1,10,59000,59000
1377024,2016,25,3770,840,0,430,450,0,4,2,2,3,1,2,74,5,1,100,0,1,6,63,0,0,3,30,19300,19300
1377043,2016,25,810,840,0,2000,2060,0,4,2,2,1,1,1,21,6,1,100,0,2,6,63,6,60,3,30,18000,18000
1377044,2016,25,810,840,0,2000,2060,0,4,2,2,1,1,1,22,6,1,100,0,2,6,63,6,60,3,30,13000,13000
1377045,2016,25,810,840,0,2000,2060,0,4,2,2,1,1,1,22,6,1,100,0,2,6,63,6,60,3,30,13000,13000
1377054,2016,25,7570,840,0,1100,1100,0,4,2,2,1,4,2,28,6,2,200,0,1,10,101,0,0,1,10,32000,32000
1377057,2016,25,7570,840,0,1100,1100,0,4,2,2,1,4,1,29,6,2,200,0,1,10,101,0,0,1,10,40000,32000
1377102,2016,25,930,840,0,2100,2150,0,4,2,2,1,1,1,36,6,1,100,3,1,11,114,0,0,1,10,109000,109000
1377104,2016,25,6670,840,0,1200,1540,0,4,2,1,3,6,2,46,1,7,700,0,1,6,63,0,0,1,10,2400,84000
1377105,2016,25,6670,840,0,1200,1540,0,4,2,1,3,6,1,45,1,2,200,0,1,6,63,0,0,2,20,35000,84000
1377106,2016,25,6670,840,0,1200,1540,0,4,2,1,3,6,1,25,6,8,845,0,1,6,63,0,0,1,10,34500,84000
1377107,2016,25,6670,840,0,1200,1540,0,4,2,1,3,6,1,23,6,8,845,0,1,6,63,0,0,1,10,10000,84000
1377144,2016,25,930,840,0,3100,3220,0,4,2,2,1,1,2,26,6,1,100,0,2,10,101,6,60,1,10,33000,33000
1377145,2016,25,930,840,0,3100,3220,0,4,2,2,1,1,2,29,6,1,100,0,2,10,101,6,60,1,10,75000,75000
1377186,2016,25,810,840,0,390,390,0,4,2,2,1,2,2,28,6,7,700,0,2,7,71,6,60,1,10,12100,12100
1377221,2016,25,930,840,0,2700,2800,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,52000,52000
1377222,2016,25,930,840,0,2700,2800,0,4,2,2,1,1,1,23,6,1,100,0,1,7,71,0,0,1,10,20000,20000
1377223,2016,25,930,840,0,2700,2800,0,4,2,2,1,1,1,22,6,1,100,0,1,7,71,0,0,1,10,20000,20000
1377230,2016,25,810,840,0,130,363,0,4,2,2,3,1,2,40,6,2,200,0,1,4,40,0,0,3,30,5000,5000
1377258,2016,25,810,840,0,2300,2430,0,4,2,2,1,2,2,64,1,1,100,0,1,11,115,0,0,3,30,50000,250000
1377259,2016,25,810,840,0,2300,2430,0,4,2,2,1,2,1,66,1,1,100,0,1,10,101,0,0,1,10,200000,250000
1377292,2016,25,810,840,0,2700,2780,0,4,2,2,1,1,2,51,6,1,100,0,1,10,101,0,0,1,10,151000,151000
1377309,2016,25,810,840,0,220,480,0,4,2,2,2,1,1,75,5,2,200,0,1,6,63,0,0,3,30,11000,11000
1377325,2016,25,6670,840,0,800,890,0,4,2,1,1,2,1,20,6,8,816,0,2,6,61,5,54,1,10,4200,4200
1377351,2016,25,7570,840,0,700,780,0,4,2,2,3,1,1,89,6,1,100,0,1,4,40,0,0,3,30,16000,16000
1377370,2016,25,810,840,0,1900,1900,0,4,2,2,1,1,1,33,6,4,410,2,1,11,115,0,0,1,10,140000,140000
1377492,2016,25,7570,840,0,900,1000,0,4,2,2,1,4,1,41,1,1,100,0,1,7,71,0,0,1,10,75000,89500
1377493,2016,25,7570,840,0,900,1000,0,4,2,2,1,4,2,41,1,1,100,0,1,6,63,0,0,1,10,7000,89500
1377534,2016,25,7570,840,0,1100,1270,0,4,2,2,1,1,1,51,6,2,200,0,1,6,63,0,0,1,10,25000,25000
1377554,2016,25,930,840,0,2000,2000,0,4,2,2,2,1,2,65,6,1,100,0,1,11,114,0,0,1,10,50000,50000
1377613,2016,25,810,840,0,2500,2548,0,4,2,2,1,1,2,33,6,6,676,0,1,11,115,0,0,1,10,64000,64000
1377642,2016,25,810,840,0,800,800,0,4,2,2,1,3,1,43,2,4,400,2,2,6,63,6,60,1,10,4500,5700
1377646,2016,25,810,840,0,900,1265,0,4,2,2,1,6,1,35,1,1,100,0,1,11,116,0,0,1,10,92000,104000
1377647,2016,25,810,840,0,900,1265,0,4,2,2,1,6,2,39,1,1,100,0,1,11,116,0,0,1,10,12000,104000
1377683,2016,25,930,840,0,3500,3740,0,4,2,2,1,4,1,43,1,1,100,0,1,11,114,0,0,1,10,160000,180000
1377684,2016,25,930,840,0,3500,3740,0,4,2,2,1,4,2,38,1,1,100,0,1,11,114,0,0,1,10,20000,180000
1377687,2016,25,810,840,0,100,220,0,4,2,2,3,2,2,66,4,2,200,2,1,2,23,0,0,3,30,10800,10800
1377689,2016,25,810,840,0,2600,2780,0,4,2,2,1,2,2,29,2,6,670,2,1,11,116,0,0,1,10,78000,78000
1377690,2016,25,810,840,0,2600,2780,0,4,2,2,1,2,2,62,2,6,670,2,1,6,63,0,0,3,30,0,78000
1377709,2016,25,810,840,0,2000,2040,0,4,2,2,1,1,1,23,6,1,100,0,2,10,101,6,60,1,10,55000,55000
1377710,2016,25,810,840,0,2000,2040,0,4,2,2,1,1,2,23,6,1,100,0,1,10,101,0,0,1,10,47000,47000
1377716,2016,25,6670,840,0,700,730,0,4,2,2,2,1,1,25,6,8,845,0,1,4,40,0,0,3,30,3000,3000
1377750,2016,25,6670,840,0,200,410,0,4,2,2,1,2,1,67,1,1,100,0,1,6,63,0,0,3,30,7700,15400
1377751,2016,25,6670,840,0,200,410,0,4,2,2,1,2,2,61,1,1,100,0,1,6,63,0,0,3,30,7700,15400
1377759,2016,25,810,840,0,1800,1890,0,4,2,2,1,1,2,41,3,1,100,0,1,10,101,0,0,1,10,72000,72000
1377765,2016,25,7570,840,0,880,930,0,4,2,2,3,4,1,31,1,2,200,3,2,6,64,6,60,1,10,21100,21100
1377766,2016,25,7570,840,0,880,930,0,4,2,2,3,4,2,32,1,2,200,2,1,10,101,0,0,3,30,0,21100
1377888,2016,25,930,840,0,3000,3050,0,4,2,2,1,4,1,43,1,1,100,3,1,11,116,0,0,3,30,50000,90000
1377889,2016,25,930,840,0,3000,3050,0,4,2,2,1,4,2,44,1,1,100,3,1,11,116,0,0,1,10,40000,90000
1377985,2016,25,6670,840,0,900,940,0,4,2,2,1,1,1,44,4,1,100,0,1,7,71,0,0,1,10,51000,51000
1378089,2016,25,810,840,0,210,230,0,4,2,2,1,1,1,59,5,4,400,2,1,0,2,0,0,1,10,20800,20800
1378093,2016,25,810,840,0,630,630,0,1,2,2,1,1,1,23,6,1,100,0,2,7,71,6,60,1,10,9000,9000
1378108,2016,25,810,840,0,3000,3090,0,4,2,2,1,2,1,30,1,1,100,0,1,11,115,0,0,1,10,175020,360020
1378109,2016,25,810,840,0,3000,3090,0,4,2,2,1,2,2,30,1,1,100,0,1,11,115,0,0,1,10,185000,360020
1378114,2016,25,6670,840,0,600,600,0,4,2,2,1,3,2,41,1,2,200,3,2,6,64,6,60,1,10,18600,58600
1378115,2016,25,6670,840,0,600,600,0,4,2,2,1,3,1,54,1,2,200,2,1,6,63,0,0,1,10,40000,58600
1378118,2016,25,810,840,0,1800,1842,0,4,2,2,2,1,2,28,6,1,100,0,1,11,114,0,0,3,30,24000,24000
1378167,2016,25,810,840,0,1400,1510,0,4,2,2,1,5,2,53,1,2,200,2,1,10,101,0,0,1,10,30000,45100
1378168,2016,25,810,840,0,1400,1510,0,4,2,2,1,5,1,54,1,2,200,2,1,10,101,0,0,1,10,12000,45100
1378169,2016,25,810,840,0,1400,1510,0,4,2,2,1,5,2,20,6,2,200,0,2,6,65,6,60,1,10,3000,45100
1378180,2016,25,810,840,0,1500,1600,0,4,2,2,1,3,1,44,6,1,100,3,1,2,26,0,0,1,10,22200,22200
1378182,2016,25,810,840,0,1500,1600,0,4,2,2,1,3,2,45,6,1,100,3,1,2,26,0,0,1,10,19900,22200
1378208,2016,25,3770,840,0,280,500,0,4,2,2,1,3,2,62,3,7,700,0,1,6,61,0,0,3,30,15500,38500
1378209,2016,25,3770,840,0,280,500,0,4,2,2,1,3,1,23,6,7,700,0,1,6,63,0,0,3,30,3000,38500
1378210,2016,25,3770,840,0,280,500,0,4,2,2,1,3,2,88,4,7,700,0,1,2,26,0,0,3,30,20000,38500
1378279,2016,25,810,840,0,2000,2030,0,4,2,2,1,1,2,32,6,1,100,0,1,10,101,0,0,1,10,145000,145000
1378286,2016,25,930,840,0,1700,1780,0,4,2,2,1,2,2,26,6,1,100,0,1,11,114,0,0,1,10,56000,56000
1378287,2016,25,930,840,0,1700,1780,0,4,2,2,1,2,1,26,6,1,100,0,1,11,114,0,0,1,10,70000,56000
1378334,2016,25,810,840,0,1000,1060,0,4,2,2,1,1,1,45,2,4,400,2,1,6,63,0,0,1,10,32000,32000
1378335,2016,25,810,840,0,1000,1060,0,4,2,2,1,1,1,26,6,4,400,0,1,7,71,0,0,1,10,33000,33000
1378349,2016,25,3770,840,0,900,1180,0,4,2,2,1,2,2,37,4,6,660,3,1,6,61,0,0,1,10,23000,23000
1378351,2016,25,3770,840,0,900,1180,0,4,2,2,1,1,1,25,6,6,610,3,1,11,114,0,0,1,10,60000,60000
1378355,2016,25,810,840,0,250,250,0,4,2,2,3,1,2,55,4,2,200,0,1,6,65,0,0,3,30,9600,9600
1378485,2016,25,810,840,0,990,1040,0,4,2,2,1,1,2,66,5,6,600,2,1,10,101,0,0,1,10,51500,51500
1378506,2016,25,810,840,0,2600,2900,0,4,2,2,1,1,2,25,6,1,100,0,1,10,101,0,0,1,10,52000,52000
1378507,2016,25,7570,840,0,240,270,0,4,2,2,3,1,2,73,6,7,700,0,1,6,63,0,0,3,30,12200,12200
1378514,2016,25,810,840,0,1300,1530,0,4,2,2,1,5,2,31,6,1,100,2,1,4,40,0,0,2,20,13100,14900
1378543,2016,25,810,840,0,620,660,0,4,2,2,1,4,2,53,1,4,400,2,1,6,63,0,0,1,10,26500,31500
1378544,2016,25,810,840,0,620,660,0,4,2,2,1,4,1,58,1,4,400,3,1,6,63,0,0,3,30,0,31500
1378545,2016,25,810,840,0,620,660,0,4,2,2,1,4,1,20,6,4,400,2,2,7,71,6,60,3,30,1600,31500
1378546,2016,25,810,840,0,620,660,0,4,2,2,1,4,1,20,6,4,400,0,2,2,25,4,43,3,30,3400,31500
1378600,2016,25,810,840,0,2900,2960,0,4,2,2,1,1,2,29,6,1,100,0,1,10,101,0,0,1,10,82000,82000
1378601,2016,25,810,840,0,2900,2960,0,4,2,2,1,1,2,29,6,1,100,0,1,10,101,0,0,1,10,45000,45000
1378606,2016,25,6670,840,0,800,1150,0,4,2,2,1,4,2,26,4,1,100,0,1,6,64,0,0,1,10,106000,106000
1378609,2016,25,6670,840,0,800,1150,0,4,2,2,1,4,1,40,3,1,100,0,1,6,63,0,0,1,10,25000,106000
1378615,2016,25,7570,840,0,1000,1210,0,4,2,2,1,3,2,44,1,1,100,0,1,4,40,0,0,1,10,40000,75000
1378616,2016,25,7570,840,0,1000,1210,0,4,2,2,1,3,1,51,1,1,100,0,1,4,40,0,0,1,10,35000,75000
1378625,2016,25,6670,840,0,900,1350,0,4,2,2,1,5,2,40,6,1,100,0,1,4,40,0,0,2,20,6300,6300
1378628,2016,25,6670,840,0,900,1350,0,4,2,2,1,5,2,61,4,1,100,0,1,2,26,0,0,3,30,3000,6300
1378629,2016,25,6670,840,0,900,1350,0,4,2,2,1,5,1,44,6,1,100,0,1,5,50,0,0,1,10,39000,6300
1378659,2016,25,810,840,0,480,530,0,4,2,2,1,1,2,83,4,2,200,0,1,10,101,0,0,3,30,1900,1900
1378673,2016,25,930,840,0,2500,2530,0,1,2,2,3,1,2,94,5,1,100,0,1,6,63,0,0,3,30,5540,5540
1378676,2016,25,810,840,0,1400,1420,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,40000,40000
1378696,2016,25,810,840,0,900,900,0,4,2,2,1,2,1,37,1,1,100,2,1,11,116,0,0,1,10,70000,170000
1378697,2016,25,810,840,0,900,900,0,4,2,2,1,2,2,32,1,1,100,0,1,10,101,0,0,1,10,100000,170000
1378783,2016,25,7570,840,0,850,1150,0,4,2,2,3,1,2,39,6,1,100,0,1,6,64,0,0,1,10,65000,65000
1378804,2016,25,810,840,0,1800,1890,0,4,2,2,1,1,2,40,6,1,100,0,1,10,101,0,0,1,10,20000,20000
1378807,2016,25,7570,840,0,800,900,0,4,2,2,1,4,1,35,4,6,660,2,1,6,63,0,0,1,10,38000,126000
1378809,2016,25,7570,840,0,800,900,0,4,2,2,1,4,1,29,6,6,660,2,1,6,63,0,0,1,10,50000,126000
1378810,2016,25,7570,840,0,800,900,0,4,2,2,1,4,1,21,6,6,660,0,1,6,63,0,0,1,10,38000,126000
1378821,2016,25,930,840,0,2100,2140,0,4,2,2,1,1,1,28,6,6,610,3,1,11,116,0,0,1,10,50000,50000
1378824,2016,25,7570,840,0,650,740,0,4,2,2,1,5,2,40,6,7,700,3,1,6,63,0,0,1,10,20800,20800
1378825,2016,25,7570,840,0,650,740,0,4,2,2,1,5,2,20,6,7,700,3,1,6,63,0,0,1,10,20800,20800
1378828,2016,25,7570,840,0,650,740,0,4,2,2,1,5,1,48,6,7,700,3,1,6,63,0,0,1,10,20800,20800
1378833,2016,25,810,840,0,1300,1700,0,4,2,2,1,4,2,28,6,2,200,0,2,10,101,7,70,1,10,6000,6000
1378835,2016,25,810,840,0,1300,1700,0,4,2,2,1,4,1,32,4,2,200,0,1,8,81,0,0,1,10,55000,6000
1378837,2016,25,810,840,0,2700,2810,0,4,2,2,1,1,1,21,6,1,100,0,1,7,71,0,0,1,10,19000,19000
1378838,2016,25,810,840,0,2700,2810,0,4,2,2,1,1,1,21,6,1,100,0,2,7,71,6,60,3,30,18000,18000
1378839,2016,25,810,840,0,2700,2810,0,4,2,2,1,1,1,21,6,8,815,0,2,7,71,6,60,3,30,70000,70000
1378870,2016,25,810,840,0,1600,1610,0,4,2,2,1,1,2,34,6,6,620,2,1,10,101,0,0,1,10,45200,45200
1378927,2016,25,810,840,0,930,1010,0,4,2,2,1,1,2,67,5,2,200,2,1,2,23,0,0,1,10,25000,25000
1378984,2016,25,810,840,0,360,500,0,4,2,2,3,1,2,71,5,2,200,0,1,6,63,0,0,1,10,14700,14700
1378994,2016,25,810,840,0,500,660,0,4,2,2,1,3,2,31,1,2,200,3,1,10,101,0,0,1,10,20000,50000
1378995,2016,25,810,840,0,500,660,0,4,2,2,1,3,1,52,1,2,200,2,1,3,30,0,0,1,10,30000,50000
1378997,2016,25,7570,840,0,800,960,0,4,2,2,3,1,2,94,5,1,100,0,1,6,63,0,0,3,30,9300,9300
1379020,2016,25,810,840,0,1800,1980,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,53000,53000
1379057,2016,25,810,840,0,2300,2350,0,4,2,2,1,2,2,26,6,1,100,0,1,11,114,0,0,1,10,24030,24030
1379058,2016,25,810,840,0,2300,2350,0,4,2,2,1,1,2,25,6,1,100,1,1,10,101,0,0,1,10,20000,20000
1379059,2016,25,810,840,0,2300,2350,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,50000,50000
1379060,2016,25,810,840,0,2300,2350,0,4,2,2,1,2,1,30,6,1,100,0,2,11,114,7,70,1,10,24050,24030
1379082,2016,25,810,840,0,1100,1300,0,4,2,2,1,2,2,29,6,1,100,0,1,11,114,0,0,1,10,58000,58000
1379083,2016,25,810,840,0,1100,1300,0,4,2,2,1,2,1,26,6,1,100,0,1,10,101,0,0,1,10,25000,58000
1379086,2016,25,810,840,0,520,570,0,4,2,2,3,1,2,73,4,7,700,0,1,8,81,0,0,3,30,6600,6600
1379091,2016,25,3770,840,0,1300,1457,0,4,2,2,1,2,1,59,4,1,100,0,1,7,71,0,0,1,10,59100,59100
1379092,2016,25,3770,840,0,1300,1457,0,4,2,2,1,2,2,51,3,1,100,0,1,6,63,0,0,1,10,47000,59100
1379160,2016,25,810,840,0,800,1000,0,4,2,2,1,1,1,33,6,1,100,0,1,11,114,0,0,1,10,42000,42000
1379161,2016,25,810,840,0,800,1000,0,4,2,2,1,1,1,31,6,1,100,0,1,6,64,0,0,1,10,60000,60000
1379171,2016,25,810,840,0,2500,2640,0,4,2,2,1,1,1,20,6,2,200,3,1,6,63,0,0,1,10,36200,36200
1379172,2016,25,810,840,0,2500,2640,0,4,2,2,1,1,2,21,6,1,100,0,1,7,71,0,0,1,10,35000,35000
1379173,2016,25,810,840,0,2500,2640,0,4,2,2,1,1,1,21,6,1,100,0,2,7,71,6,60,1,12,17000,17000
1379174,2016,25,7570,840,0,650,650,0,4,2,2,3,1,2,25,6,1,100,0,1,6,63,0,0,3,30,4800,4800
1379225,2016,25,3770,840,0,1300,1500,0,4,2,2,3,1,1,48,6,6,675,3,1,6,63,0,0,1,10,42000,42000
1379226,2016,25,3770,840,0,1300,1500,0,4,2,2,3,1,2,44,3,1,100,0,1,6,64,0,0,1,10,16000,16000
1379230,2016,25,810,840,0,620,640,0,4,2,1,3,1,2,87,6,1,100,0,1,6,63,0,0,3,30,9100,9100
1379232,2016,25,7570,840,0,800,869,0,4,2,2,1,2,1,27,6,6,640,0,1,7,71,0,0,1,10,65000,115000
1379233,2016,25,7570,840,0,800,869,0,4,2,2,1,2,1,25,6,6,640,0,1,10,101,0,0,1,10,50000,115000
1379254,2016,25,930,840,0,2000,2400,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,55000,55000
1379255,2016,25,930,840,0,2000,2400,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,45500,45500
1379277,2016,25,810,840,0,1700,1910,0,4,2,2,1,3,2,36,6,2,200,0,1,6,65,0,0,1,10,33600,33600
1379290,2016,25,810,840,0,1400,1450,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,64000,64000
1379328,2016,25,810,840,0,1400,1620,0,4,2,2,1,2,2,31,1,1,100,0,1,11,114,0,0,1,10,14000,114000
1379329,2016,25,810,840,0,1400,1620,0,4,2,2,1,2,1,31,1,1,100,0,1,10,101,0,0,1,10,100000,114000
1379412,2016,25,7570,840,0,420,420,0,4,2,1,3,1,1,42,4,2,200,0,1,6,64,0,0,1,10,50000,50000
1379423,2016,25,7570,840,0,500,600,0,4,2,2,2,1,1,66,4,1,100,0,1,7,71,0,0,1,10,39000,39000
1379448,2016,25,810,840,0,1600,1640,0,4,2,2,1,1,1,29,6,4,400,3,2,11,114,7,70,3,30,12500,12500
1379473,2016,25,810,840,0,1500,1740,0,4,2,2,1,5,1,35,1,8,801,3,1,6,63,0,0,1,10,35000,35000
1379474,2016,25,810,840,0,1500,1740,0,4,2,2,1,5,2,36,1,8,801,3,1,7,71,0,0,3,30,0,35000
1379479,2016,25,810,840,0,1500,1740,0,4,2,2,1,1,1,25,6,8,801,3,1,10,101,0,0,1,10,69000,69000
1379591,2016,25,810,840,0,100,100,0,4,2,2,1,3,2,28,6,2,200,2,1,7,71,0,0,1,12,40000,40000
1379636,2016,25,7570,840,0,450,803,0,4,2,2,3,1,2,86,5,1,100,3,1,6,61,0,0,3,30,13200,13200
1379659,2016,25,810,840,0,1600,1620,0,4,2,2,1,1,2,23,6,1,100,0,2,10,101,6,60,1,10,17000,17000
1379691,2016,25,810,840,0,1700,1790,0,4,2,2,1,1,1,35,6,1,100,0,2,11,115,7,70,3,30,70000,70000
1379701,2016,25,3770,840,0,540,540,0,4,2,2,1,3,2,36,6,1,100,0,1,6,64,0,0,1,10,19000,31000
1379702,2016,25,3770,840,0,540,540,0,4,2,2,1,3,2,19,6,1,100,0,2,5,50,6,60,1,10,12000,31000
1379711,2016,25,810,840,0,2400,2630,0,4,2,2,1,4,2,37,1,1,100,0,1,10,101,0,0,1,10,63000,132000
1379712,2016,25,810,840,0,2400,2630,0,4,2,2,1,4,1,38,1,1,100,0,1,10,101,0,0,1,10,69000,132000
