,YEAR,STATEFIP,CITY,CNTRY,MORTGAGE,RENT,RENTGRS,VACANCY,KITCHEN,FRIDGE,PHONE,CINETHH,FAMSIZE,SEX,AGE,MARST,RACE,RACED,CITIZEN,SCHOOL,EDUC,EDUCD,GRADEATT,GRADEATTD,EMPSTAT,EMPSTATD,INCTOT,FTOTINC
1423285,2016,25,7570,840,0,1400,1675,0,4,2,2,1,3,2,31,1,1,100,0,2,7,71,6,60,1,10,38500,45700
1423286,2016,25,7570,840,0,1400,1675,0,4,2,2,1,3,1,33,1,1,100,0,1,10,101,0,0,1,10,7200,45700
1423293,2016,25,810,840,0,250,250,0,4,2,2,1,1,2,72,4,1,100,0,1,6,63,0,0,3,30,10400,10400
1423323,2016,25,810,840,0,1500,1530,0,4,2,2,1,1,2,64,6,1,100,0,1,11,114,0,0,1,10,110000,110000
1423326,2016,25,6670,840,0,260,260,0,4,2,2,1,1,2,65,4,1,100,0,1,10,101,0,0,3,30,15500,15500
1423353,2016,25,810,840,0,2800,2900,0,4,2,2,1,2,1,28,6,1,100,0,1,10,101,0,0,1,10,120000,120000
1423354,2016,25,810,840,0,2800,2900,0,4,2,2,1,2,2,27,6,1,100,0,1,10,101,0,0,1,10,60100,120000
1423379,2016,25,810,840,0,1400,1442,0,4,2,2,1,1,2,34,6,1,100,0,1,11,114,0,0,1,10,80000,80000
1423380,2016,25,810,840,0,1400,1442,0,4,2,2,1,1,2,30,6,1,100,0,1,11,114,0,0,1,10,60000,60000
1423381,2016,25,810,840,0,2700,2770,0,4,2,2,1,2,2,27,6,1,100,0,1,10,101,0,0,1,10,65000,65000
1423382,2016,25,810,840,0,2700,2770,0,4,2,2,1,2,1,28,6,1,100,0,1,10,101,0,0,1,10,100200,65000
1423420,2016,25,810,840,0,2100,2140,0,4,2,2,1,1,2,29,6,1,100,0,1,10,101,0,0,1,10,59000,59000
1423421,2016,25,810,840,0,2100,2140,0,4,2,2,1,1,2,32,6,1,100,0,2,10,101,7,70,1,10,60000,60000
1423443,2016,25,810,840,0,2300,2344,0,4,2,2,1,1,2,37,6,6,610,3,1,11,114,0,0,1,10,55000,55000
1423444,2016,25,810,840,0,2300,2344,0,4,2,2,1,1,2,30,2,6,610,3,1,11,116,0,0,1,10,7000,7000
1423472,2016,25,7570,840,0,900,1330,0,4,2,1,1,1,1,26,6,8,856,0,1,6,63,0,0,1,10,18500,18500
1423473,2016,25,7570,840,0,900,1330,0,4,2,1,1,1,2,25,6,8,856,0,2,6,63,6,60,3,30,12000,12000
1423505,2016,25,6670,840,0,800,940,0,4,2,2,1,4,2,29,6,1,100,0,1,7,71,0,0,1,10,21600,41600
1423508,2016,25,6670,840,0,800,940,0,4,2,2,1,4,1,23,6,2,200,0,1,4,40,0,0,1,10,20000,41600
1423517,2016,25,930,840,0,2200,2330,0,4,2,2,1,1,1,28,2,1,100,3,2,11,114,7,70,1,10,60000,60000
1423519,2016,25,930,840,0,2200,2330,0,4,2,2,1,1,1,28,2,1,100,3,1,11,114,0,0,1,12,80500,80500
1423542,2016,25,7570,840,0,900,1090,0,4,2,2,1,2,2,32,6,1,100,0,1,10,101,0,0,1,10,48000,48000
1423543,2016,25,7570,840,0,900,1090,0,4,2,2,1,2,1,40,4,1,100,0,1,6,64,0,0,1,10,65000,48000
1423544,2016,25,930,840,0,310,354,0,4,2,2,3,1,2,80,3,2,200,0,1,6,63,0,0,3,30,14100,14100
1423622,2016,25,930,840,0,1600,1670,0,4,2,2,1,1,1,37,6,1,100,0,1,10,101,0,0,2,20,27500,27500
1423623,2016,25,930,840,0,1600,1670,0,4,2,2,1,1,1,34,2,1,100,2,1,10,101,0,0,1,10,95000,95000
1423638,2016,25,810,840,0,1800,1870,0,4,2,2,1,3,1,31,1,1,100,0,1,11,114,0,0,1,10,97000,197000
1423639,2016,25,810,840,0,1800,1870,0,4,2,2,1,3,2,30,1,1,100,2,1,11,116,0,0,1,10,100000,197000
1423748,2016,25,810,840,0,670,700,0,4,2,2,1,2,1,69,2,1,100,3,1,7,71,0,0,3,30,2400,4800
1423759,2016,25,810,840,0,240,240,0,4,2,2,1,2,2,54,6,1,100,0,1,4,40,0,0,3,30,10000,19000
1423760,2016,25,810,840,0,240,240,0,4,2,2,1,2,2,31,6,1,100,0,1,6,64,0,0,3,30,9000,19000
1423796,2016,25,810,840,0,1500,1630,0,4,2,2,1,1,2,26,6,1,100,0,1,10,101,0,0,1,10,80000,80000
1423809,2016,25,810,840,0,1300,1340,0,4,2,2,1,2,2,53,1,1,100,0,1,11,114,0,0,1,10,150000,200000
1423810,2016,25,810,840,0,1300,1340,0,4,2,2,1,2,1,54,1,1,100,0,1,10,101,0,0,1,10,50000,200000
1423830,2016,25,930,840,0,3200,3290,0,4,2,2,3,1,1,38,6,4,400,0,1,10,101,0,0,1,10,223000,223000
1423831,2016,25,930,840,0,3200,3290,0,4,2,2,3,1,1,39,6,4,400,3,1,11,114,0,0,3,30,14000,14000
1423919,2016,25,810,840,0,2600,2732,0,4,2,2,1,1,2,27,6,1,100,0,2,11,116,7,70,1,10,35000,35000
1423920,2016,25,810,840,0,2600,2732,0,4,2,2,1,1,2,27,6,1,100,0,2,11,114,7,70,1,10,40000,40000
1423970,2016,25,810,840,0,1300,1530,0,4,2,2,1,6,1,62,1,8,830,0,1,7,71,0,0,3,30,51000,89500
1423971,2016,25,810,840,0,1300,1530,0,4,2,2,1,6,2,54,1,1,100,0,1,10,101,0,0,1,10,18000,89500
1423972,2016,25,810,840,0,1300,1530,0,4,2,2,1,6,2,23,6,9,901,0,1,10,101,0,0,1,10,15000,89500
1423973,2016,25,810,840,0,1300,1530,0,4,2,2,1,6,2,21,6,9,901,0,2,8,81,6,60,3,30,2500,89500
1423997,2016,25,810,840,0,2000,2160,0,4,2,2,1,1,1,21,6,1,100,0,2,10,101,6,60,1,10,12000,12000
1423998,2016,25,810,840,0,2000,2160,0,4,2,2,1,1,1,22,6,1,100,0,2,10,101,7,70,1,10,10000,10000
1424000,2016,25,810,840,0,2000,2160,0,4,2,2,1,1,1,21,6,6,630,0,1,0,2,0,0,1,10,20000,20000
1424012,2016,25,3770,840,0,850,1050,0,4,2,2,3,2,2,28,1,1,100,0,1,6,63,0,0,1,10,6000,6500
1424013,2016,25,3770,840,0,850,1050,0,4,2,2,3,2,1,29,1,1,100,0,1,6,64,0,0,1,10,500,6500
1424025,2016,25,810,840,0,1400,1440,0,4,2,2,1,1,2,27,6,1,100,0,1,10,101,0,0,1,10,38000,38000
1424026,2016,25,810,840,0,1400,1440,0,4,2,2,1,1,2,26,6,7,700,0,1,10,101,0,0,1,10,20000,20000
1424038,2016,25,810,840,0,470,500,0,4,2,2,1,2,2,77,4,1,100,3,1,6,61,0,0,1,10,25000,35300
1424039,2016,25,810,840,0,470,500,0,4,2,2,1,2,1,46,5,1,100,2,1,8,81,0,0,3,30,10300,35300
1424042,2016,25,930,840,0,600,850,0,4,2,2,1,2,1,30,6,3,304,0,1,6,63,0,0,1,10,60000,112000
1424043,2016,25,930,840,0,600,850,0,4,2,2,1,2,1,28,6,3,304,0,1,6,64,0,0,1,10,52000,112000
1424077,2016,25,6670,840,0,850,1010,0,4,2,2,1,5,2,33,4,1,100,0,2,6,64,6,60,3,30,14000,14000
1424115,2016,25,6670,840,0,700,860,0,4,2,2,3,2,2,79,5,1,100,3,1,0,2,0,0,3,30,12200,12200
1424116,2016,25,6670,840,0,700,860,0,4,2,2,3,2,1,60,6,1,100,3,1,6,61,0,0,3,30,0,12200
1424125,2016,25,810,840,0,2000,2230,0,4,2,2,1,1,2,21,6,1,100,0,2,7,71,6,60,1,10,29000,29000
1424127,2016,25,810,840,0,2000,2230,0,4,2,2,1,1,2,22,6,1,100,0,2,10,101,7,70,1,10,36000,36000
1424202,2016,25,810,840,0,2000,2060,0,4,2,2,1,2,1,30,6,1,100,0,1,11,114,0,0,1,10,67000,67000
1424203,2016,25,810,840,0,2000,2060,0,4,2,2,1,2,2,25,6,1,100,0,2,11,115,7,70,3,30,3000,67000
1424226,2016,25,810,840,0,1600,1650,0,4,2,2,1,2,1,27,6,1,100,0,1,10,101,0,0,1,10,50000,50000
1424227,2016,25,810,840,0,1600,1650,0,4,2,2,1,2,2,26,6,1,100,2,1,10,101,0,0,1,10,78000,50000
1424253,2016,25,7570,840,0,1000,1220,0,4,2,2,1,1,2,30,3,1,100,0,1,7,71,0,0,1,10,27000,27000
1424254,2016,25,810,840,0,1800,1890,0,4,2,2,1,2,2,36,1,2,200,3,2,5,50,5,54,3,30,0,40000
1424255,2016,25,810,840,0,1800,1890,0,4,2,2,1,2,1,54,1,2,200,3,1,7,71,0,0,1,10,40000,40000
1424256,2016,25,810,840,0,1800,1890,0,4,2,2,1,1,1,45,4,2,200,3,1,6,63,0,0,1,10,22900,22900
1424286,2016,25,930,840,0,400,400,0,4,2,2,1,1,1,58,6,1,100,0,1,11,114,0,0,1,10,10100,10100
1424287,2016,25,7570,840,0,800,1047,0,4,2,2,1,4,2,77,1,4,400,2,1,6,63,0,0,3,30,11200,37800
1424288,2016,25,7570,840,0,800,1047,0,4,2,2,1,4,1,85,1,4,400,2,1,6,64,0,0,3,30,2600,37800
1424289,2016,25,7570,840,0,800,1047,0,4,2,2,1,4,2,59,2,4,400,2,1,10,101,0,0,1,10,24000,37800
1424290,2016,25,7570,840,0,800,1047,0,4,2,2,1,4,1,57,4,4,400,2,1,6,65,0,0,3,30,0,37800
1424303,2016,25,930,840,0,3000,3120,0,4,2,2,1,2,1,33,1,1,100,3,1,11,114,0,0,3,30,73100,153100
1424304,2016,25,930,840,0,3000,3120,0,4,2,2,1,2,2,29,1,1,100,0,1,11,116,0,0,1,10,80000,153100
1424320,2016,25,810,840,0,1200,1310,0,4,2,2,1,3,2,42,4,1,100,0,1,6,63,0,0,1,10,65000,65000
1424322,2016,25,810,840,0,1200,1310,0,4,2,2,1,3,1,39,6,1,100,0,2,7,71,6,60,3,30,30000,65000
1424325,2016,25,6670,840,0,260,260,0,4,2,2,3,1,1,75,6,1,100,0,1,2,25,0,0,3,30,10300,10300
1424353,2016,25,810,840,0,2100,2230,0,4,2,2,1,1,2,28,3,1,100,0,1,10,101,0,0,1,10,48000,48000
1424354,2016,25,810,840,0,2100,2230,0,4,2,2,1,1,1,27,6,1,100,0,1,7,71,0,0,1,10,65000,65000
1424355,2016,25,810,840,0,2100,2230,0,4,2,2,1,1,1,26,6,1,100,0,1,10,101,0,0,1,10,83030,83030
1424383,2016,25,930,840,0,1800,1860,0,4,2,2,1,4,1,39,1,6,610,3,1,10,101,0,0,1,10,100000,123400
1424384,2016,25,930,840,0,1800,1860,0,4,2,2,1,4,2,33,1,6,610,3,1,11,115,0,0,1,10,23400,123400
1424387,2016,25,810,840,0,2800,2880,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,73150,73150
1424388,2016,25,810,840,0,2800,2880,0,4,2,2,1,1,2,31,6,1,100,0,1,11,114,0,0,1,10,56000,56000
1424389,2016,25,810,840,0,2800,2880,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,70050,70050
1424413,2016,25,7570,840,0,930,1050,0,4,2,2,3,1,2,60,4,1,100,3,1,8,81,0,0,3,30,10200,10200
1424458,2016,25,810,840,0,1100,1230,0,4,2,1,1,3,2,47,6,7,700,0,1,7,71,0,0,1,10,45000,47500
1424459,2016,25,810,840,0,1100,1230,0,4,2,1,1,3,2,24,6,7,700,0,2,11,114,7,70,3,30,0,47500
1424460,2016,25,810,840,0,1100,1230,0,4,2,1,1,3,1,22,6,7,700,0,1,6,63,0,0,1,12,2500,47500
1424496,2016,25,810,840,0,1700,1730,0,4,2,2,1,2,1,31,1,1,100,0,1,7,71,0,0,1,10,50000,50000
1424497,2016,25,810,840,0,1700,1730,0,4,2,2,1,2,2,30,1,1,100,0,2,10,101,7,70,3,30,0,50000
1424498,2016,25,930,840,0,2100,2150,0,4,2,2,1,3,2,34,1,4,400,3,1,11,115,0,0,1,10,16000,46000
1424499,2016,25,930,840,0,2100,2150,0,4,2,2,1,3,1,33,1,4,400,3,1,10,101,0,0,2,20,30000,46000
1424504,2016,25,810,840,0,2600,2650,0,4,2,2,1,1,1,36,6,1,100,0,1,11,114,0,0,1,10,125000,125000
1424527,2016,25,810,840,0,210,210,0,4,2,2,3,1,2,72,6,7,700,0,1,1,17,0,0,3,30,8600,8600
1424574,2016,25,6670,840,0,800,910,0,4,2,2,1,4,2,43,6,1,100,0,1,7,71,0,0,1,12,102400,156400
1424575,2016,25,6670,840,0,800,910,0,4,2,2,1,4,1,70,3,1,100,0,1,7,71,0,0,3,30,44000,156400
1424577,2016,25,6670,840,0,800,910,0,4,2,2,1,4,2,68,4,1,100,0,1,6,65,0,0,3,30,10000,156400
1424584,2016,25,7570,840,0,340,1020,0,4,2,2,1,6,2,35,6,2,200,3,2,6,63,6,60,3,30,5900,5900
1424591,2016,25,810,840,0,730,730,0,4,2,2,1,1,2,49,2,2,200,0,1,8,81,0,0,1,10,28600,28600
1424598,2016,25,810,840,0,2100,2100,0,4,2,2,1,1,2,22,6,1,100,0,1,10,101,0,0,1,10,43000,43000
1424599,2016,25,810,840,0,2100,2100,0,4,2,2,1,1,2,23,6,1,100,0,1,10,101,0,0,1,10,40000,40000
1424600,2016,25,810,840,0,1300,1390,0,4,2,2,3,1,2,56,6,1,100,0,1,6,64,0,0,1,10,5700,5700
1424611,2016,25,810,840,0,1200,1310,0,4,2,2,1,4,2,40,1,8,801,3,1,7,71,0,0,1,10,22900,30900
1424612,2016,25,810,840,0,1200,1310,0,4,2,2,1,4,1,42,1,8,801,3,1,7,71,0,0,1,10,8000,30900
1424632,2016,25,810,840,0,950,950,0,4,2,2,1,2,2,51,4,1,100,0,1,5,50,0,0,1,10,14000,17900
1424633,2016,25,810,840,0,950,950,0,4,2,2,1,2,2,23,6,1,100,0,1,6,61,0,0,1,10,3900,17900
1424663,2016,25,810,840,0,1500,1540,0,4,2,2,1,3,1,26,6,6,640,0,1,7,71,0,0,1,10,1500,51500
1424664,2016,25,810,840,0,1500,1540,0,4,2,2,1,3,2,60,1,6,640,2,1,4,40,0,0,2,20,0,51500
1424665,2016,25,810,840,0,1500,1540,0,4,2,2,1,3,1,60,1,6,640,2,1,4,40,0,0,1,10,50000,51500
1424684,2016,25,810,840,0,1200,1510,0,4,2,2,1,4,2,57,1,7,700,2,1,3,30,0,0,1,10,27000,96000
1424685,2016,25,810,840,0,1200,1510,0,4,2,2,1,4,1,61,1,7,700,2,1,5,50,0,0,1,10,45000,96000
1424686,2016,25,810,840,0,1200,1510,0,4,2,2,1,4,2,24,6,7,700,0,1,6,63,0,0,1,10,24000,96000
1424687,2016,25,810,840,0,1200,1510,0,4,2,2,1,4,2,21,6,7,700,0,1,6,63,0,0,2,20,0,96000
1424713,2016,25,810,840,0,1900,2070,0,4,2,2,1,1,1,22,6,1,100,0,2,10,101,7,70,1,10,11000,11000
1424714,2016,25,810,840,0,1900,2070,0,4,2,2,1,1,1,22,6,1,100,0,1,10,101,0,0,1,10,20000,20000
1424736,2016,25,810,840,0,2300,2580,0,4,2,2,1,1,1,53,6,1,100,0,1,10,101,0,0,1,10,39500,39500
1424737,2016,25,810,840,0,2300,2580,0,4,2,2,1,1,1,35,6,2,200,0,1,10,101,0,0,1,10,75000,75000
1424738,2016,25,810,840,0,2300,2580,0,4,2,2,1,1,1,34,6,2,200,0,1,6,63,0,0,1,10,30000,30000
1424767,2016,25,810,840,0,2800,2890,0,4,2,2,1,2,2,26,1,4,400,3,1,10,101,0,0,1,10,50000,50000
1424768,2016,25,810,840,0,2800,2890,0,4,2,2,1,2,1,27,1,4,400,0,2,11,115,7,70,3,30,0,50000
1424784,2016,25,810,840,0,500,560,0,4,2,2,1,1,2,61,6,2,200,0,1,11,114,0,0,3,30,12000,12000
1424785,2016,25,810,840,0,1500,1660,0,4,2,2,1,1,1,31,6,2,200,3,1,8,81,0,0,1,10,34000,34000
1424786,2016,25,810,840,0,1500,1660,0,4,2,2,1,1,1,30,6,2,200,3,1,7,71,0,0,1,10,60000,60000
1424787,2016,25,810,840,0,1500,1660,0,4,2,2,1,1,1,30,6,2,200,3,1,7,71,0,0,1,10,16900,16900
1424793,2016,25,3770,840,0,470,620,0,4,2,2,3,2,1,50,4,1,100,0,1,3,30,0,0,3,30,9600,9600
1424794,2016,25,3770,840,0,470,620,0,4,2,2,3,2,2,46,6,1,100,0,1,6,63,0,0,3,30,9400,9600
1424833,2016,25,810,840,0,230,310,0,4,2,2,1,1,1,35,6,2,200,0,1,7,71,0,0,3,30,12600,12600
1424834,2016,25,810,840,0,230,310,0,4,2,2,1,1,1,30,6,2,200,0,1,7,71,0,0,1,10,35000,35000
1424872,2016,25,810,840,0,3500,3700,0,4,2,2,1,1,1,27,6,1,100,0,1,10,101,0,0,1,10,70000,70000
1424873,2016,25,810,840,0,3500,3700,0,4,2,2,1,1,1,26,6,1,100,0,1,10,101,0,0,1,10,60000,60000
1424874,2016,25,810,840,0,3500,3700,0,4,2,2,1,1,1,26,6,1,100,0,1,10,101,0,0,1,10,50000,50000
1424876,2016,25,7570,840,0,520,520,0,4,2,2,1,4,2,34,4,1,100,0,1,6,61,0,0,1,10,11700,11700
1424888,2016,25,810,840,0,280,280,0,4,2,2,3,1,1,45,6,1,100,0,1,6,61,0,0,1,10,12900,12900
1424894,2016,25,810,840,0,1300,1340,0,4,2,2,1,2,1,37,6,5,500,3,1,10,101,0,0,1,10,65000,65000
1424895,2016,25,810,840,0,1300,1340,0,4,2,2,1,2,2,30,6,1,100,0,1,10,101,0,0,1,10,40000,65000
1424896,2016,25,810,840,0,1700,1770,0,4,2,2,1,1,1,56,2,1,100,0,1,6,63,0,0,1,10,5000,5000
1424921,2016,25,810,840,0,1400,1710,0,4,2,2,1,3,2,44,3,2,200,2,1,8,81,0,0,1,10,20100,20100
1424924,2016,25,930,840,0,2400,2430,0,4,2,2,1,1,2,30,6,1,100,0,1,10,101,0,0,1,10,105000,105000
1424930,2016,25,810,840,0,1200,1330,0,4,2,2,1,2,2,68,1,1,100,2,1,11,114,0,0,1,10,34200,40900
1424931,2016,25,810,840,0,1200,1330,0,4,2,2,1,2,1,69,1,1,100,2,1,11,114,0,0,1,10,6700,40900
1424933,2016,25,810,840,0,2200,2370,0,4,2,1,1,2,1,37,6,1,100,3,1,11,116,0,0,1,10,167200,167200
1424934,2016,25,810,840,0,2200,2370,0,4,2,1,1,2,1,38,6,1,100,0,2,11,114,7,70,1,10,16000,167200
1425021,2016,25,810,840,0,1800,1840,0,4,2,2,1,1,2,58,6,1,100,0,1,10,101,0,0,1,10,125060,125060
1425025,2016,25,810,840,0,260,260,0,4,2,2,3,1,2,83,5,1,100,0,1,6,63,0,0,3,30,14000,14000
1425041,2016,25,810,840,0,1600,1760,0,4,2,2,1,3,1,38,1,1,100,0,1,11,115,0,0,1,10,124000,250000
1425042,2016,25,810,840,0,1600,1760,0,4,2,2,1,3,2,34,1,8,826,2,1,11,115,0,0,1,10,126000,250000
1425077,2016,25,810,840,0,1500,1690,0,4,2,2,1,5,1,46,1,1,100,2,1,6,61,0,0,1,10,22000,78950
1425078,2016,25,810,840,0,1500,1690,0,4,2,2,1,5,2,44,1,1,100,3,1,2,25,0,0,1,10,48800,78950
1425079,2016,25,810,840,0,1500,1690,0,4,2,2,1,5,1,21,6,1,100,2,2,7,71,6,60,1,10,7500,78950
1425080,2016,25,810,840,0,1500,1690,0,4,2,2,1,5,1,19,6,1,100,2,2,5,50,5,53,3,30,650,78950
1425100,2016,25,7570,840,0,1300,1370,0,4,2,2,1,2,2,71,1,1,100,0,1,6,63,0,0,1,12,16500,60100
1425101,2016,25,7570,840,0,1300,1370,0,4,2,2,1,2,1,73,1,1,100,0,1,6,63,0,0,1,10,43600,60100
1425134,2016,25,810,840,0,1800,1870,0,4,2,2,1,1,2,28,6,1,100,0,1,11,116,0,0,1,10,35000,35000
1425143,2016,25,930,840,0,2200,2360,0,4,2,2,1,2,1,28,6,1,100,0,2,10,101,7,70,1,10,35000,35000
1425144,2016,25,930,840,0,2200,2360,0,4,2,2,1,1,1,27,6,1,100,0,1,7,71,0,0,1,10,83000,83000
1425145,2016,25,930,840,0,2200,2360,0,4,2,2,1,2,2,27,6,1,100,0,2,10,101,7,70,1,10,40000,35000
1425156,2016,25,810,840,0,2100,2163,0,4,2,2,1,1,2,22,6,1,100,0,1,10,101,0,0,1,10,19000,19000
1425157,2016,25,810,840,0,2100,2163,0,4,2,2,1,1,2,22,6,1,100,0,1,10,101,0,0,1,10,8500,8500
1425221,2016,25,7570,840,0,800,880,0,4,2,1,3,1,2,58,4,1,100,0,1,10,101,0,0,1,10,36400,36400
1425238,2016,25,930,840,0,800,850,0,4,2,2,1,1,2,55,6,1,100,0,1,11,116,0,0,1,10,16300,16300
1425328,2016,25,810,840,0,900,900,0,4,2,2,1,4,2,62,1,1,100,0,1,6,63,0,0,3,30,6300,32600
1425329,2016,25,810,840,0,900,900,0,4,2,2,1,4,1,66,1,1,100,0,1,6,63,0,0,3,30,16500,32600
1425330,2016,25,810,840,0,900,900,0,4,2,2,1,4,2,43,6,1,100,0,1,6,63,0,0,3,30,9800,32600
1425363,2016,25,810,840,0,1700,1860,0,4,2,2,1,2,1,33,1,1,100,0,2,8,81,6,60,1,10,52000,127000
1425364,2016,25,810,840,0,1700,1860,0,4,2,2,1,2,2,34,1,1,100,0,1,10,101,0,0,1,10,75000,127000
1425477,2016,25,810,840,0,1900,2160,0,4,2,2,1,1,2,27,6,1,100,0,1,10,101,0,0,1,10,45000,45000
1425478,2016,25,810,840,0,1900,2160,0,4,2,2,1,1,1,38,6,2,200,0,1,10,101,0,0,1,10,75000,75000
1425479,2016,25,810,840,0,1900,2160,0,4,2,2,1,1,2,32,6,1,100,0,2,10,101,7,70,1,10,12000,12000
1425487,2016,25,930,840,0,2800,3030,0,4,2,2,1,1,1,36,6,4,400,0,1,11,114,0,0,1,10,85200,85200
1425488,2016,25,930,840,0,2800,3030,0,4,2,2,1,1,2,33,6,6,610,3,2,11,114,7,70,2,20,8000,8000
1425509,2016,25,3770,840,0,950,1010,0,4,2,2,1,1,2,39,6,1,100,0,1,11,114,0,0,1,10,52000,52000
1425540,2016,25,810,840,0,800,914,0,4,2,2,1,1,2,24,6,1,100,0,1,11,114,0,0,1,10,4000,4000
1425541,2016,25,810,840,0,800,914,0,4,2,2,1,1,2,24,6,1,100,0,1,11,114,0,0,1,10,6000,6000
1425542,2016,25,810,840,0,800,914,0,4,2,2,1,1,1,24,6,1,100,0,2,10,101,7,70,3,30,34000,34000
1425543,2016,25,810,840,0,800,914,0,4,2,2,1,1,2,23,6,1,100,0,2,10,101,7,70,3,30,3000,3000
1425553,2016,25,810,840,0,900,1010,0,4,2,2,1,1,1,37,6,1,100,3,1,6,63,0,0,1,10,20000,20000
1425554,2016,25,810,840,0,900,1010,0,4,2,2,1,1,1,35,6,1,100,2,1,3,30,0,0,1,10,18000,18000
1425603,2016,25,930,840,0,1000,1090,0,4,2,2,1,1,2,48,3,2,200,2,1,6,63,0,0,1,10,33000,33000
1425631,2016,25,810,840,0,2400,2410,0,4,2,2,1,2,1,65,1,1,100,0,1,10,101,0,0,3,30,268000,308000
1425632,2016,25,810,840,0,2400,2410,0,4,2,2,1,2,2,63,1,1,100,0,1,10,101,0,0,1,10,40000,308000
1425679,2016,25,810,840,0,2100,2240,0,4,2,2,1,2,2,26,6,1,100,0,1,10,101,0,0,1,10,78000,78000
1425680,2016,25,810,840,0,2100,2240,0,4,2,2,1,2,1,27,6,1,100,0,1,10,101,0,0,1,10,70000,78000
1425696,2016,25,6670,840,0,700,700,0,4,2,2,1,1,2,57,4,6,600,3,1,11,114,0,0,1,10,40400,40400
1425700,2016,25,6670,840,0,800,930,0,4,2,2,1,4,2,47,4,1,100,0,2,10,101,7,70,3,30,5000,9500
1425746,2016,25,810,840,0,750,1040,0,4,2,2,1,5,2,48,6,2,200,0,1,6,64,0,0,1,10,46000,86000
1425747,2016,25,810,840,0,750,1040,0,4,2,2,1,5,1,24,6,2,200,0,1,6,63,0,0,1,10,35000,86000
1425748,2016,25,810,840,0,750,1040,0,4,2,2,1,5,2,20,6,2,200,0,2,6,65,6,60,1,10,5000,86000
1425766,2016,25,810,840,0,2900,2983,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,150000,150000
1425767,2016,25,810,840,0,2900,2983,0,4,2,2,1,1,1,25,6,1,100,0,2,11,114,7,70,3,30,5000,5000
1425776,2016,25,810,840,0,400,450,0,4,2,2,1,4,2,30,6,8,801,3,1,6,61,0,0,2,20,19000,19000
1425779,2016,25,810,840,0,400,450,0,4,2,2,1,4,2,63,3,8,801,3,1,2,23,0,0,3,30,0,19000
1425787,2016,25,810,840,0,2800,2850,0,4,2,2,1,2,1,29,6,6,610,2,1,11,115,0,0,1,10,61000,61000
1425788,2016,25,810,840,0,2800,2850,0,4,2,2,1,2,2,30,6,6,610,0,1,11,115,0,0,1,10,61000,61000
1425789,2016,25,810,840,0,1700,1730,0,4,2,2,1,1,2,38,6,1,100,0,2,11,116,7,70,1,10,30000,30000
1425835,2016,25,930,840,0,2800,2800,0,4,2,2,2,4,2,38,1,1,100,3,1,11,116,0,0,1,10,40000,66000
1425836,2016,25,930,840,0,2800,2800,0,4,2,2,2,4,1,42,1,1,100,3,1,11,114,0,0,1,12,26000,66000
1425865,2016,25,810,840,0,2200,2270,0,4,2,2,1,1,1,28,6,1,100,0,2,10,101,7,70,3,30,12000,12000
1425869,2016,25,810,840,0,2500,2700,0,4,2,2,1,1,1,20,6,7,700,1,2,7,71,6,60,1,10,15000,15000
1425873,2016,25,810,840,0,2600,2700,0,4,2,2,1,2,1,24,6,1,100,0,1,10,101,0,0,1,10,70000,70000
1425874,2016,25,810,840,0,2600,2700,0,4,2,2,1,2,2,25,6,1,100,0,1,10,101,0,0,1,10,75000,70000
1425919,2016,25,810,840,0,1700,1740,0,4,2,2,1,1,1,41,6,1,100,0,1,10,101,0,0,1,10,103100,103100
1425949,2016,25,7570,840,0,1000,1260,0,4,2,2,1,1,1,47,6,6,640,3,1,2,26,0,0,1,10,7400,7400
1425950,2016,25,7570,840,0,1000,1260,0,4,2,2,1,1,1,40,6,6,640,3,1,8,81,0,0,1,14,120000,120000
1425958,2016,25,6670,840,0,560,900,0,4,2,2,1,3,2,58,1,2,200,0,1,7,71,0,0,3,30,17200,41600
1425959,2016,25,6670,840,0,560,900,0,4,2,2,1,3,1,59,1,2,200,0,1,6,63,0,0,3,30,16700,41600
1425960,2016,25,6670,840,0,560,900,0,4,2,2,1,3,1,20,6,2,200,0,1,7,71,0,0,1,10,7700,41600
1425961,2016,25,6670,840,0,560,900,0,4,2,2,1,1,1,28,6,2,200,0,1,8,81,0,0,1,10,28000,28000
1425986,2016,25,810,840,0,380,380,0,4,2,2,3,3,1,67,1,1,100,0,1,0,2,0,0,3,30,7600,12600
1425987,2016,25,810,840,0,380,380,0,4,2,2,3,3,2,62,1,1,100,0,1,2,25,0,0,3,30,5000,12600
1425988,2016,25,810,840,0,380,380,0,4,2,2,3,3,1,42,4,1,100,0,1,3,30,0,0,2,20,0,12600
1426000,2016,25,6670,840,0,1000,1000,0,4,2,2,2,1,1,32,4,1,100,0,1,11,114,0,0,1,14,40000,40000
1426001,2016,25,810,840,0,1800,2080,0,4,2,2,1,2,2,29,6,1,100,0,1,10,101,0,0,1,10,65000,65000
1426002,2016,25,810,840,0,1800,2080,0,4,2,2,1,2,1,27,6,1,100,0,1,10,101,0,0,1,10,65000,65000
1426003,2016,25,7570,840,0,790,790,0,4,2,2,1,1,1,75,4,1,100,0,1,6,61,0,0,3,30,24000,24000
