Gender,Race,Salary
male,Greater European,50908
male,Greater European,3520
male,Greater European,520
male,Greater European,440
male,Hispanic,160703.75
male,Greater European,9600
male,East Asian,71288.3
male,Greater European,12000
male,Greater European,54622.58
female,Greater European,400
male,Greater European,108718.16
male,Greater European,7952
male,Greater European,4800
male,Hispanic,205284.43
male,Greater European,4040
male,Greater European,9360
male,Greater European,142332.52
male,Greater European,2272.56
male,Greater European,32356.62
male,Greater European,150822.36
male,Greater European,39228.08
male,Greater European,192117.79
male,Greater European,11520
female,Greater European,600
male,Greater European,178591.52
male,Greater European,10080
male,Greater European,7424
male,Greater European,17600
male,Greater European,1675.8
male,Greater European,163516.93
male,Greater European,265128.32
male,Greater European,183955.4
male,Greater European,270645.26
male,Greater European,157258.63
male,Greater European,120002.12
male,Jewish,204524.29
male,Greater European,119564
male,East Asian,191422.63
male,Greater European,82219.39
male,Greater European,320
male,Greater European,16800
male,Greater European,5749.66
male,Greater European,6580
male,Greater African,7680
male,Greater European,12544
male,Greater European,253080.96
male,Greater European,23654
male,Greater European,60745.24
male,Greater European,94024
male,Greater European,7620
male,Greater European,200
male,Greater European,14000
male,Greater European,99062.19
male,Greater European,205364.58
female,Greater European,247648.47
male,Jewish,127216.49
male,Greater European,16960
male,Greater European,33380
male,Greater European,39166
male,Greater European,352
male,Jewish,206813.4
male,Greater European,186457.26
male,Greater European,6000
male,Greater European,79605.63
male,Greater European,640
male,Greater European,131233.1
male,Greater European,167800.27
male,Greater European,173457.73
male,Greater European,26700
male,Greater European,6940
male,Greater European,23680
male,Greater European,21380
male,Greater European,147057.16
male,Greater European,166039.4
male,Greater European,156783.65
male,Hispanic,1261.13
male,Greater European,23360
male,Greater European,400
male,Greater European,14240
male,Greater European,20768
male,Greater European,3640
male,Greater European,171900.95
male,Greater European,1487.76
male,Greater European,4780
male,Greater European,640
male,Greater European,13900
male,Greater European,39850
male,Greater European,194392.71
male,Greater European,22220
male,Greater European,54952.51
male,Greater European,65012
male,Greater European,159974.26
male,Greater European,122645.18
male,Greater European,181459.26
male,Greater European,26046.24
male,Greater European,20111.12
male,Greater European,3494.94
male,Greater European,4075
male,Greater European,22035.5
male,Jewish,5404
male,Greater European,4756.29
male,Greater European,177565.62
male,Jewish,8000
male,Greater European,168327.37
male,Greater European,22293.88
male,Greater European,31814
male,Greater European,7072
male,Greater European,1636.55
male,Greater European,174280.77
male,Greater European,7500
male,Jewish,15100
male,Greater African,5008
male,Greater European,162250.45
male,Greater European,150331.85
male,Greater European,177350.48
male,Greater European,162630.33
male,Greater European,794.54
male,Hispanic,31824
male,Hispanic,6112
male,Greater European,540
male,Greater European,1279.88
male,Greater European,56082
male,Greater European,1600
male,Greater European,25320
male,Greater European,17792
male,Greater European,5760
male,Greater European,2800
male,Greater European,195578.6
male,Greater European,148858.26
male,Greater European,203030.8
female,Greater European,1888
male,Greater European,786.4
male,Greater European,37618
male,Greater European,15400
male,Greater European,2000
male,Greater European,211640.89
male,Greater European,11840
male,Greater European,32500
female,Greater European,5979.15
male,Greater European,19200
male,Greater European,124476.13
male,Jewish,9728
male,Greater European,8737
male,Greater European,16772
male,Jewish,320
male,Greater European,35420
male,Greater European,1920
male,Jewish,14456
male,Greater European,640
male,Greater European,19260
male,Greater European,1115.85
male,Greater European,223259.66
male,Greater European,60132.16
male,Greater European,9320
male,Greater European,206269.9
male,Greater European,100535.38
male,Greater European,8800
male,Greater European,3040
male,Greater European,142723.18
male,Jewish,53509.02
male,Greater European,20680
male,Hispanic,19454.03
male,Greater European,155888.38
male,Greater European,154744.22
male,Jewish,4400
male,Greater European,168127.56
male,Greater European,14760
male,Greater European,8000
male,Greater European,21600
male,Jewish,8160
male,Greater European,36775
male,Greater European,16920
male,Greater European,37092
male,Greater European,154800.16
male,Greater European,1536
male,Greater European,41580
male,Greater European,911.64
male,Greater European,150475.37
male,Greater European,12932
male,Greater European,2450
male,Greater European,832
male,East Asian,138526.24
male,Greater European,43394.17
male,Greater European,104222.12
male,Greater European,12475
male,Greater European,177338.53
male,Greater European,95437.11
male,Greater European,3950
male,Greater European,157591.87
male,Greater European,2144
male,Greater European,34604.85
male,Greater European,183544.14
male,Greater European,13992
male,Greater European,1280
male,Greater European,21264
male,Greater European,18600
male,Greater European,5984
male,Greater European,30475
male,Greater European,170210.83
male,Greater European,34050
male,Greater European,23320
male,Greater European,8354
male,Greater European,5184
male,Greater European,126575.79
male,Greater European,16802
male,Greater European,577.95
male,Greater European,54222
male,Greater European,14000
male,Jewish,12020
male,Greater European,24875
male,Greater European,166793.86
male,Greater European,19074
male,Jewish,311040.24
male,Greater European,9025
male,Greater European,1875
male,Greater European,29336
male,Greater European,808
male,Greater European,119182.86
male,Greater European,74653.75
male,Greater European,30000
male,Greater European,147919.87
male,Greater European,738.36
male,Greater European,144822.16
female,Greater European,130368.96
male,Greater European,15730
male,Greater European,2352.3
male,Greater European,62814.76
male,Greater European,217839.93
male,Greater European,98625.22
female,Hispanic,39526
male,Greater European,9126.85
male,East Asian,30767.09
male,Greater European,171127.61
male,Greater European,16243.4
male,Greater European,186249.78
male,Greater European,137565.12
male,Greater European,132276.87
male,Greater European,104261.53
female,Greater European,93145.59
male,Greater European,113024.61
male,Jewish,124251.26
male,Greater European,89345.13
male,Greater European,141611
female,Greater European,157065.81
male,East Asian,150697.95
male,Greater European,93431.29
male,Greater European,121468
female,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Hispanic,80954
female,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Hispanic,80954
male,Greater European,45683
male,Greater European,50656
male,Greater European,50656
male,Greater European,50656
male,Greater African,50656
male,Greater European,50656
male,Greater European,50656
male,Hispanic,50656
female,Greater European,50656
male,Greater European,50656
female,Greater European,50656
male,Greater European,50656
male,East Asian,53518
male,Greater European,55650
male,Greater European,55650
female,Jewish,55650
male,Greater European,55650
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Hispanic,80954
female,Greater European,80954
male,Hispanic,80954
male,Greater European,80954
male,Greater European,80954
male,Hispanic,67462
male,Hispanic,67462
male,Hispanic,67462
male,Greater European,67462
male,Greater European,67462
male,Hispanic,67462
male,Greater European,67462
male,Greater European,67462
male,Hispanic,67462
male,Greater European,67462
female,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,80954
female,East Asian,67462
male,East Asian,80954
male,Greater European,80954
female,Hispanic,80954
male,Greater European,80954
male,Greater European,80954
male,Hispanic,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Jewish,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Hispanic,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,74208
male,Greater European,74208
male,Hispanic,74208
male,Greater European,74208
male,Greater European,74208
male,Greater European,74208
male,Greater African,74208
female,Greater European,74208
male,Greater European,74208
male,Greater European,74208
male,Greater European,80954
male,Jewish,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Hispanic,80954
male,Hispanic,80954
male,Greater European,80954
male,Greater European,80954
male,Hispanic,80954
male,Greater European,80954
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
female,Greater European,84328
male,Jewish,84328
male,Greater European,84328
male,Greater European,84328
female,Greater European,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,72734
male,Greater European,72734
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,74744
male,Greater European,74744
male,Greater European,74744
male,Hispanic,74744
male,Greater European,75250
male,Greater European,75250
male,Greater European,75250
male,Greater European,75250
male,Greater European,76620
male,Greater European,76620
male,Greater European,77987
male,Greater European,77987
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
female,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater European,80954
male,Greater African,80954
male,Greater European,80954
male,Greater European,66780
male,Greater European,66788
male,Greater European,84328
male,Hispanic,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
male,Greater European,84328
female,Greater European,84328
male,Greater European,84328
male,Greater European,84328
female,Greater European,84328
male,Greater European,84328
male,Greater European,74208
male,Greater European,74208
male,East Asian,74208
male,Greater European,74208
male,Greater European,74208
male,Greater European,74208
male,Greater European,74208
male,Hispanic,78630
male,Greater European,78630
male,Jewish,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
female,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,84328
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
female,Hispanic,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,67462
male,Greater European,85342
male,Greater European,85342
male,Greater European,85342
male,Greater European,85342
male,Greater European,85342
male,Jewish,85342
male,Greater European,85342
male,Greater European,86708
male,Greater European,86708
male,Greater European,85342
male,Greater European,86708
male,Greater European,88075
male,Greater European,86708
male,Greater European,74208
male,Greater European,74208
male,Greater European,88608
male,Greater European,74208
male,Greater European,74208
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
male,Greater European,78630
female,Greater European,78630
male,Greater European,79997
male,Greater European,78630
male,Greater European,79997
male,Greater European,79997
male,Greater European,79997
male,Greater European,79997
male,Greater European,67462
male,Greater African,67462
male,Greater European,67462
male,Greater European,79997
male,Hispanic,67462
male,Greater European,88708
male,Greater European,94055
male,Greater European,94055
male,Greater European,94055
male,Greater European,94055
male,Greater European,94055
male,Greater European,94055
male,Greater European,94055
male,Greater European,97974
male,Jewish,97974
female,Hispanic,62709
male,Greater African,97974
male,Greater European,79997
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
male,Greater European,97974
female,Greater European,97974
male,Greater European,97974
male,Jewish,100845
male,Greater European,100845
male,Greater European,100202
male,Greater European,102212
male,Greater European,102212
male,Greater European,100845
male,Greater European,102212
male,Greater European,102212
male,Greater European,102212
male,Greater European,102552
male,Jewish,104693
male,Greater European,109056
male,Greater European,109056
male,Greater European,109056
male,Greater European,109056
male,Greater European,109056
male,Greater European,109056
male,Greater European,109056
male,Greater European,109056
male,Greater European,109056
male,Greater European,121468
male,Greater European,121468
male,Greater European,121468
male,Greater European,121468
male,Greater European,121468
male,Greater European,121468
male,Greater European,153942
male,Greater European,121468
male,Greater European,98349
male,Greater European,98349
male,Greater European,98349
male,Greater European,74492
male,East Asian,74492
male,Greater European,67720
female,Greater European,67720
male,Greater European,50860
male,Greater European,50860
male,Greater European,50860
male,Greater European,53338
male,Hispanic,53338
female,Greater African,50860
male,Greater European,50860
male,Greater European,50860
male,Greater European,50860
male,Hispanic,50860
male,East Asian,59136
male,Greater European,55854
male,Hispanic,55854
male,Greater European,55854
male,Hispanic,67720
male,Hispanic,67720
male,Hispanic,67720
male,Hispanic,67720
male,Greater European,67720
male,Hispanic,67720
male,Greater European,67720
male,Greater European,67720
female,Greater European,67720
female,Hispanic,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Jewish,67720
male,Greater European,67720
male,Greater European,67720
male,Hispanic,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,98349
male,Greater European,98349
female,Greater European,98349
male,Greater European,98349
male,Hispanic,67720
male,Greater European,98349
female,Greater European,98349
male,Greater European,98349
male,Greater European,98349
male,Greater European,98349
male,Greater European,98349
male,Hispanic,81264
male,Greater European,62932
female,Greater European,62932
male,Greater European,62932
male,Greater European,81264
male,Greater European,81264
male,Hispanic,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,East Asian,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
female,Greater European,81264
male,Greater European,81264
male,Hispanic,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,100833
male,Greater European,100833
male,Greater European,102199
male,Jewish,100833
male,Greater European,102199
male,Greater European,102199
male,Greater European,102199
male,Greater European,102199
male,Greater European,102199
male,Greater European,102523
male,Jewish,105095
male,Greater European,67024
male,Greater European,67024
male,Greater European,67024
female,Greater European,67024
male,Greater European,67024
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,63003
male,Greater European,81264
male,Greater European,81264
male,Jewish,81264
male,Greater European,81264
male,Hispanic,81264
male,Greater European,81264
male,Greater European,81264
male,Hispanic,81264
male,Greater European,81264
male,Greater European,81264
male,Hispanic,81264
male,Greater European,81264
male,Greater European,81264
male,Greater African,81264
female,Greater European,81264
male,Greater European,81264
male,Greater European,109474
male,Greater European,105095
male,Greater European,109474
male,Greater European,105095
male,Greater European,109474
male,Greater European,109474
male,Greater European,109474
male,Greater European,109474
male,Greater European,109474
male,Greater European,109474
male,Greater European,109474
male,Greater European,109474
male,Greater African,67720
male,Greater European,67720
male,Greater European,67720
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
female,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Greater European,81624
male,Greater African,81264
male,Greater European,121933
male,Greater European,121933
male,Greater European,121933
male,Greater European,121933
male,Greater European,121933
male,Greater European,121933
male,Greater European,121933
male,Greater European,121933
male,Greater European,121933
female,Greater European,69457
female,Greater European,69817
male,Greater European,69817
male,Greater European,84650
male,Jewish,84650
male,Hispanic,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Hispanic,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,72725
female,Greater European,84650
male,Greater European,72725
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Greater European,84650
female,Greater European,84650
male,Greater European,84650
male,Greater European,84650
male,Jewish,84650
male,Greater European,84650
female,Greater European,84650
male,Greater European,74492
male,Greater European,74492
male,Greater European,84650
male,Greater European,74492
male,Greater European,74494
male,Greater European,74735
male,Greater European,74492
female,Greater European,84650
male,Greater European,84650
male,Greater European,85331
male,Greater European,85331
male,Greater European,85331
male,Greater European,85331
male,Greater European,85331
male,Greater European,85331
male,Greater European,85331
male,Greater European,74735
male,Greater European,75518
male,Hispanic,74735
male,Greater European,76611
male,Greater European,76611
male,Greater European,76611
male,Indian Subcontinent,77628
male,Greater European,77977
male,Greater European,77977
male,Greater European,78620
male,Greater European,74492
male,Greater European,74492
male,Greater European,74492
male,Greater European,74492
male,Greater European,74492
male,Greater European,74492
male,Greater European,74492
male,Greater European,86698
male,Greater European,74492
male,Greater European,74492
male,Greater European,86698
male,Greater European,86698
male,Greater European,74492
male,Greater European,86698
male,Greater European,86698
male,Greater European,86698
male,Greater European,88064
male,Greater European,94415
female,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Hispanic,78620
male,Jewish,78620
female,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,74492
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Hispanic,74492
male,Greater European,74492
male,Greater European,94415
female,Hispanic,94415
male,Greater European,94415
male,Greater European,94415
male,Greater European,94415
female,Greater European,74492
male,Greater European,94415
male,Greater European,98349
male,Greater European,98349
male,Jewish,98349
male,Greater European,98349
male,Greater African,98349
male,Greater European,98349
male,Greater European,98349
male,Greater European,98349
male,Greater European,98349
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,78620
male,Greater European,79987
male,Greater European,79987
male,Greater European,79987
male,Greater European,79987
male,Hispanic,79987
male,Greater European,79987
female,Greater European,79987
male,Greater European,81264
female,Greater European,81264
male,Greater European,81264
male,Greater European,81264
male,Hispanic,81264
male,Greater European,81264
male,Greater African,86857
female,Greater European,86857
male,Greater European,83383
male,Greater European,131299
male,Greater European,131299
male,Greater European,52394
male,East Asian,52394
male,Greater European,59891
male,Hispanic,59891
male,Greater European,69486
female,Greater European,69486
male,Greater European,69486
female,Greater European,69486
male,Greater European,69486
male,Hispanic,69486
male,Greater European,69486
male,Hispanic,52394
male,Greater European,52394
male,Greater European,52394
male,Greater European,69486
male,Jewish,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Hispanic,52394
male,Greater European,52394
male,Greater European,52394
male,Greater European,86857
male,Greater European,52394
male,Greater European,52394
male,Hispanic,52394
male,Hispanic,69486
female,Greater European,86857
male,Greater European,86857
male,Jewish,86857
male,Greater European,64334
male,Greater European,105277
male,Greater European,105277
male,Greater European,105277
male,Greater European,74916
male,Greater European,74916
male,Greater European,74916
male,Greater European,69786
male,Greater European,86857
male,Hispanic,86857
male,Greater African,86857
male,Greater European,86857
male,Greater European,86857
male,Greater European,86857
male,Greater European,86857
female,Greater European,86857
male,Jewish,86857
male,Greater European,86857
male,Greater European,86857
female,Greater European,86857
male,Greater European,86857
male,Greater European,86857
male,Greater European,87901
male,Greater European,64334
male,Hispanic,64334
male,Greater European,68831
male,Greater European,68831
male,Greater European,69486
male,Greater European,68831
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,105277
male,Greater European,105903
female,Greater European,105903
male,Greater European,105903
male,Greater European,69486
male,Greater European,105903
male,Greater European,105903
male,Jewish,105903
male,Greater European,105903
male,Greater African,105903
male,Greater European,105903
female,Hispanic,105903
male,Greater European,105903
male,Greater European,105903
male,Greater European,105903
male,Greater European,105903
male,Greater European,76434
male,Greater European,76434
male,Greater European,76434
male,East Asian,76434
male,Greater European,76434
male,Greater European,87901
male,Greater European,87901
male,Greater European,87901
male,Greater European,87901
male,Indian Subcontinent,87901
male,Greater European,87901
male,Greater European,87901
male,Greater European,89309
male,Greater European,89309
male,Greater European,89309
male,Greater European,89309
male,Greater European,89309
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
female,Hispanic,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,69486
male,Greater European,105903
male,Greater European,105903
male,Greater European,105903
female,Greater European,105903
male,Greater European,105903
male,Greater European,105903
male,Greater European,105903
male,Greater European,106036
male,Greater European,105903
male,Greater European,113168
male,Greater European,113168
male,Jewish,113168
male,Greater European,117883
male,Greater European,76434
male,Greater European,76434
male,Hispanic,76434
male,Greater European,76434
male,Greater European,76434
male,Greater European,76434
female,Greater European,76434
male,Greater European,76434
male,Greater European,76434
male,Greater European,76434
male,East Asian,76434
male,Greater European,76434
male,Greater European,76434
male,Greater European,76434
male,Greater European,78919
male,Greater European,78919
male,Greater European,78919
male,Greater European,80326
male,Greater European,80988
female,Greater European,80417
male,Greater European,80417
male,Greater European,80988
male,Greater European,80988
male,Greater European,80988
male,Greater European,90717
male,Greater European,101667
male,Greater European,101667
male,Greater European,101667
male,Greater European,101667
male,Greater European,101667
male,Greater European,101667
male,Greater European,101667
male,Greater European,103870
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater African,83383
male,Greater European,83383
female,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Hispanic,69486
male,Hispanic,69486
male,Hispanic,69486
male,Greater European,69486
male,Greater European,117883
male,Hispanic,69486
male,Greater European,117883
male,Greater European,117883
male,Greater European,117883
male,Greater European,117883
male,Greater European,117883
male,Greater European,117883
male,Greater European,117883
male,Greater European,76434
female,Hispanic,76434
male,Greater European,76434
male,Greater European,76434
male,Hispanic,76986
male,Greater European,76986
male,Greater European,76986
male,Greater European,80988
male,Greater European,80988
male,Greater European,80988
female,Greater European,80988
male,Hispanic,80988
male,Jewish,80988
male,Greater European,80988
male,Greater European,80988
male,Greater European,80988
male,Greater European,80988
male,Greater European,80988
male,Jewish,80988
male,Greater European,103870
male,Jewish,103870
male,Hispanic,83383
male,Greater European,103870
male,Greater European,83383
male,Hispanic,83383
male,Greater European,83383
male,Hispanic,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,East Asian,83383
male,Greater European,131299
male,Greater European,131299
male,Hispanic,83383
male,Greater European,131299
male,Greater European,131299
male,Greater European,131299
male,Greater European,77201
male,Greater European,77201
female,Greater European,77201
male,Greater European,77201
male,Jewish,80988
male,Greater European,77201
female,Greater European,80988
male,Greater European,80988
male,Greater European,80988
male,Greater European,80988
male,Greater European,80988
female,Greater European,82396
male,Greater European,80988
male,Greater European,80988
male,Greater European,82396
male,Greater European,82396
male,Greater European,82396
male,Greater European,82396
male,Hispanic,82396
male,Greater European,82396
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,82396
female,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Jewish,83383
male,Greater European,83383
male,Hispanic,83383
male,Greater European,83383
male,Hispanic,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Greater African,83383
female,Greater European,83383
male,Greater European,83383
male,Greater European,83383
male,Hispanic,83383
male,Greater European,83383
male,Greater European,83383
female,Greater European,83384
male,Greater European,83804
male,Greater European,85857
male,Greater European,83383
male,Greater European,83383
male,Greater European,86857
male,Greater European,86857
male,Greater European,86857
female,Greater European,86857
male,Hispanic,86857
male,Greater European,86857
male,Greater European,86857
male,Greater European,107612
male,Hispanic,108662
male,Greater European,108662
female,Greater European,108662
male,Greater European,52587
male,Greater European,52587
male,Hispanic,52587
male,Greater European,52587
male,Greater European,52587
male,Greater European,1200
male,Greater European,1200
male,Greater European,1200
female,Greater European,1200
male,Greater European,52587
male,Greater European,52587
male,Jewish,52587
male,Hispanic,52587
male,Greater European,52587
male,Indian Subcontinent,52587
male,Greater European,52587
male,Greater European,52587
male,Greater European,52587
male,Greater European,62441
male,Greater European,59047
male,Greater European,59047
male,Greater European,59047
male,Greater European,59047
male,Greater European,59047
male,Greater European,59047
male,Hispanic,59047
male,East Asian,59047
male,Greater European,81286
male,Greater European,81286
male,Greater European,81286
male,Greater European,82736
male,Greater European,56765
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,83004
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Hispanic,84044
female,Greater European,84044
male,Jewish,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Jewish,84044
male,Jewish,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
male,Greater European,84044
female,Greater European,84044
male,Greater European,85494
female,Greater African,66404
male,Hispanic,66404
male,Greater European,66404
male,Greater European,85555
male,Greater European,85555
male,Greater African,85555
female,Greater European,85494
female,Greater European,85494
male,Greater European,85494
male,Greater European,85494
male,Greater European,85494
male,Greater African,85555
female,Greater European,85555
male,Hispanic,85494
male,Greater European,85494
male,Greater European,85555
male,Greater European,77164
female,Greater European,78425
male,Greater European,78425
male,Greater European,78425
male,Greater European,78425
male,East Asian,78425
male,Greater European,78425
male,Greater European,78425
male,Greater European,78425
male,Greater European,85555
male,Hispanic,85555
male,Greater European,85555
male,Hispanic,85555
male,Greater European,85555
male,Hispanic,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
female,Greater European,85555
female,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,78425
male,Greater European,85555
female,Hispanic,78425
male,Greater European,78425
male,Greater European,78425
male,Greater European,85555
male,Greater European,78425
male,Greater European,78425
male,East Asian,78425
male,Greater European,78425
male,Greater European,78425
male,Greater European,78425
male,Greater European,78425
male,Hispanic,71296
male,Greater European,71296
male,Hispanic,70856
male,Hispanic,70856
male,Greater European,70856
male,Greater European,71287
male,Hispanic,71287
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
female,Greater European,85555
male,Greater European,71296
male,Hispanic,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Hispanic,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Hispanic,85555
male,Greater European,85555
male,Greater European,78425
male,Greater European,78425
male,Greater European,79685
male,Greater European,71296
male,Greater European,71296
male,Greater European,79685
female,Greater European,71296
male,Hispanic,71296
male,Greater European,79685
male,Greater European,71296
male,Greater European,71296
male,Jewish,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Hispanic,71296
male,Hispanic,71296
male,Greater European,71296
male,Greater European,71296
female,Greater European,71296
male,Greater European,71296
male,Hispanic,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Greater European,85555
female,Greater European,85555
male,Greater European,85555
male,Greater European,85555
male,Jewish,85555
male,Greater European,85555
male,Hispanic,85555
male,Hispanic,79921
male,Greater European,85555
male,Greater European,79921
male,Greater European,81286
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
male,Greater European,81286
male,Greater European,71296
male,Greater European,71296
male,Greater European,71296
female,Hispanic,71296
male,Greater European,73044
male,Greater European,71296
male,Greater European,71296
male,Hispanic,71296
male,Greater European,85555
male,Greater European,86944
male,Greater European,87041
male,Greater European,71296
male,Greater European,89120
male,Greater European,89120
male,Greater European,89120
male,Greater European,89120
female,Greater European,89120
male,Greater European,89120
female,Greater European,89120
male,Greater European,89120
male,Greater African,89120
female,Greater European,89120
male,Greater European,89120
male,Greater European,89120
female,Greater European,89120
male,Greater European,89120
male,Greater European,89120
male,Jewish,89120
male,Greater European,89120
male,Greater African,89120
male,Hispanic,89120
male,Greater European,89120
male,Greater European,89120
male,Greater European,89120
female,Greater European,89120
male,Greater European,89120
male,Jewish,89120
male,Greater European,89120
male,Greater European,89120
male,Greater European,89120
male,Greater European,89120
female,Greater European,89120
male,Greater European,89120
male,Greater European,89120
male,Greater European,91164
male,Greater European,91164
male,Greater European,91164
male,Greater European,91164
male,Greater European,91164
male,Indian Subcontinent,91164
male,Greater European,91164
male,Greater European,92614
male,Greater European,92614
male,Greater European,92614
male,Greater European,92614
male,Greater European,92614
male,Greater European,92614
male,Greater European,95623
