Gender,Race,Salary
male,Greater European,90487.21
male,Greater European,60537.6
male,Greater European,88434.04
female,Greater European,104191.9
male,Greater European,6876
male,Hispanic,98228.7
male,Greater European,132186.07
male,Greater European,151310.4
male,East Asian,112208.01
male,Greater European,156824
male,Greater European,200886.2
male,Hispanic,215487.81
male,Greater European,150632.16
female,Greater European,129551.99
male,Greater European,8408
male,Jewish,113513.09
male,Greater European,239251.26
male,Greater European,48487.23
male,Greater European,151123.9
male,Greater European,172633.68
male,Jewish,840.8
male,Greater European,168727.65
male,Greater European,75839.87
male,Greater European,168257.79
male,Greater European,146542.82
female,Greater European,183385.52
male,Greater European,140325.44
male,Greater European,51693.47
male,Greater European,148886.33
male,Greater European,165396.02
male,Greater European,108506.36
male,Greater European,92667.47
male,Greater European,104180.17
male,Greater European,840.8
male,Jewish,114505.2
male,Greater European,272602.05
male,Greater European,124422.81
male,Hispanic,687.6
male,Greater European,119397.49
male,Greater European,114596.14
male,Greater European,130751.35
male,Greater European,119450.12
male,Greater European,91710.82
male,Greater European,90435.28
male,Greater European,109428.38
male,Greater European,152564.92
male,Greater European,151758.62
male,Greater European,125642.13
male,Greater European,100678
male,Hispanic,142051.87
male,Hispanic,150011.62
male,Greater European,840.8
male,Greater European,16488.95
male,Greater European,168.92
female,Jewish,91026.88
male,Greater European,139941.32
male,Hispanic,175949.68
male,Greater European,132147.8
male,Greater European,153704.29
male,Greater European,119945.37
male,Greater European,213356.92
male,Greater European,97427.89
male,Greater European,94463
male,Greater European,9503.9
male,Greater European,87333.39
male,Greater European,107344.38
male,Greater European,112824.54
male,Greater European,139869.48
male,Hispanic,126516.33
male,Greater European,49416.88
male,Greater European,156737.58
male,Hispanic,75901.87
male,Greater European,137976.05
male,Greater European,99138.87
male,Greater European,143733.26
male,Greater European,152181.02
male,Greater European,135671.02
male,Jewish,126107.01
male,Greater European,147789.22
male,Greater European,29068
female,Greater European,115840.91
male,Greater European,182318.55
male,Greater European,31141.79
male,Greater European,80195.11
male,Greater European,162695.28
male,Greater European,126674.42
male,Greater European,4204
male,Jewish,154244.16
male,Greater European,105673.5
male,Greater European,109429.64
male,Greater European,3114.15
male,Greater European,87203.03
male,Greater European,85879.86
male,Greater European,167367.73
male,Greater European,163109.38
female,Indian Subcontinent,93290.55
female,Greater European,149675.96
male,Greater European,195843.66
male,Greater European,0
male,Greater European,184384.97
male,Greater European,150514.11
male,Jewish,70331.77
male,Greater European,10102.01
male,Greater European,38985.75
male,Greater European,52216.09
male,Greater European,108877.94
female,Greater European,119907.01
male,Greater European,93461.98
male,Greater European,1000
male,Greater European,87278.67
male,Greater European,12606
male,Greater European,136187.41
male,Greater European,96805.7
male,Greater European,57118
male,Greater European,70959.38
male,Greater European,126500.24
male,Greater European,30321.26
male,Greater European,187327.11
male,Greater European,96801.88
male,Greater European,93750.98
male,Greater European,108491.35
male,Greater European,39185.35
male,Greater European,49786.62
male,Greater European,180635.49
male,Greater European,163685.87
male,Greater European,126007.47
female,Greater European,90380.88
male,Jewish,108625.55
male,Greater European,122381.33
male,Greater European,135987.36
male,Greater European,145549.99
male,Hispanic,144159.84
male,Greater European,89294.57
male,Greater European,168974.89
male,Greater European,120296.9
male,Greater European,3783.6
male,Greater European,131908.56
male,Greater European,143563.13
male,Greater European,89117.96
male,Greater European,4747.76
female,Greater European,48636.7
male,Hispanic,16381.01
male,Greater European,153401.61
male,Greater European,85916.15
male,Greater European,141299.27
male,Greater European,192139.62
male,Greater European,164899.83
male,Greater European,140841.93
male,Greater European,32865.18
male,Greater European,200978.86
male,East Asian,106256.65
male,Greater European,216112.57
male,East Asian,105371.51
male,Greater African,155627.05
male,Greater European,5730
female,Hispanic,98730.26
male,Greater European,3467.41
male,Greater European,169558.98
male,Hispanic,99387.64
male,Greater European,87285.79
male,Greater European,50272.72
male,Jewish,145454.62
male,Greater African,150821.95
female,Greater European,113548.74
male,Jewish,104111.98
male,Greater European,108830.2
male,Greater European,177314.23
male,Greater European,5730
male,Greater European,21601.76
male,Greater European,19350.66
male,Greater European,183258.88
male,Greater European,121481.31
male,Greater European,43346.45
male,Greater European,105509.54
male,Greater European,157470.09
male,Greater European,197263.11
male,Greater European,66892.6
male,Greater European,114278.44
male,Greater European,137581.55
female,Hispanic,89892.17
male,Greater European,144532.32
female,Greater European,37644
male,Greater European,100379.95
male,Greater European,116126.28
male,Greater European,155419.55
male,Greater European,164012.17
male,Greater European,20139.8
male,Greater European,203046.64
male,Greater European,144878.17
female,Greater European,106214.89
male,Greater European,208795.15
male,East Asian,12606
male,Greater European,132171.49
female,Greater European,119230.18
male,Greater European,188818.77
male,Greater European,107498.52
male,Greater European,10360
male,Greater European,83939.05
male,Greater European,123912.34
male,Greater European,214821.59
male,Greater European,122629.66
male,Greater European,149469.74
male,Greater European,169474.05
male,Hispanic,44908.09
male,Greater European,6876
male,Greater European,71200.03
male,Jewish,95503.06
male,Greater European,10887
male,Greater European,113499.27
male,Greater European,143376.22
male,Greater European,168644.72
male,Greater European,145867.39
male,Greater European,164578.62
male,Greater African,113879.25
male,Greater European,116713.01
male,Greater European,97404.17
male,Greater European,90339.35
male,Greater European,213913.79
male,Greater European,21026.73
male,Greater European,147879.42
male,Greater European,122917.41
male,Greater European,163510.76
male,Greater European,175065.67
male,Greater European,10887
male,Greater European,51586.12
male,Greater European,117384.36
male,Greater European,5730
male,Greater European,155617.41
male,Greater European,3797.1
male,Greater European,238968.46
male,Greater European,35742
male,Greater European,47255.68
male,Greater European,116160.91
male,Greater European,179053.52
male,Greater European,211803.91
male,Greater European,202835.17
male,Greater European,41148.25
male,Greater European,79628.95
male,Greater European,202327.95
male,Greater European,20289
male,Greater European,141074.77
male,Greater European,27975.67
male,Greater European,4204
male,Greater European,63744.11
male,Greater European,148731.5
female,Greater European,168287.66
male,Greater European,125895.25
male,Greater European,173027.35
male,Greater European,148319.48
male,Greater European,94456.01
male,Greater European,152176.61
male,Greater European,120569.38
male,Greater European,195840.3
male,Greater European,214339.77
male,Greater European,121477.58
male,Greater European,162478.8
male,Jewish,165557.65
male,Hispanic,15933.41
male,Greater European,141406.59
male,Greater European,148691.32
male,Jewish,229.2
male,Greater European,116852.85
male,Hispanic,40621.15
female,Greater European,132843.81
male,Greater European,153911.68
male,Greater European,119828.57
male,Greater European,5730
male,Greater European,114424.46
male,East Asian,700
male,Greater European,4204
male,Greater European,215877.57
male,Greater European,126250.3
male,Greater European,96851.05
male,Greater European,132149.59
male,Greater European,1023
male,Greater European,109583.54
male,Greater European,40991.16
male,Greater European,63818.5
male,Greater European,147962.12
male,Greater European,84754.19
male,Greater European,10596.56
male,Jewish,124594.42
male,Greater European,290346.69
male,Greater European,137629.53
male,Greater European,103358.95
male,Greater European,172860.12
male,Greater European,12606
male,Greater European,142744.55
male,Greater European,156972.6
female,Greater European,114405.66
male,Greater European,174846.83
male,Greater European,2628.03
male,Greater European,157164.67
male,Greater European,125251.97
male,Greater European,139979.58
male,Greater European,2292
male,Greater European,183783.45
male,Greater European,38364.43
male,Greater European,139432.43
male,Greater European,232684.81
male,Greater European,97507.64
male,Greater European,112775.72
female,Greater European,150666.33
male,Greater European,207034.8
female,Greater European,111280
male,Greater European,64852.14
male,Hispanic,48932.33
male,Greater European,172368.47
male,Greater European,3783.6
male,Greater European,4204
male,Hispanic,144895.72
male,Greater European,146872.13
male,Greater European,92893.92
male,Greater European,173802.77
male,Greater European,88881.65
male,Greater European,150775.29
male,Greater European,189400.66
male,Jewish,103680.64
female,Greater European,118242.42
male,Greater European,155797.54
male,Jewish,2776.64
male,Greater European,51981.79
male,Hispanic,183938.67
male,Greater European,4014.44
male,Greater European,136550.57
male,Greater European,124336.45
male,Greater European,78283.19
male,Greater European,97059.4
male,Greater European,138722.49
male,Greater European,107803.42
male,Greater European,12606
male,Greater European,64246.74
male,Greater European,123919.14
male,Greater European,154623.06
male,Greater European,76493.81
male,Greater European,131113.9
male,Greater European,151173.67
male,Greater European,51672.5
male,Greater European,167902.98
male,Greater European,48206.88
male,Greater European,147818.28
male,Greater European,116493.76
male,Greater European,147092.71
male,Greater European,102274.12
male,Greater European,82725.68
male,Greater European,143579.39
male,Greater European,183141.65
male,Greater European,115467.2
male,Greater European,127834.83
male,Greater European,139218.85
male,Greater European,63254.08
male,Greater European,116403.03
male,Greater European,102557.48
male,Greater European,14805
male,Greater European,108286.97
male,Greater European,210954.26
male,Greater European,90928.7
male,Greater European,208486.26
male,Greater European,90812
male,Jewish,163569.39
male,Greater European,161989.82
male,Greater European,75731.06
male,Greater European,350
female,Greater European,116821.09
male,Greater European,50.35
male,Greater European,161563.7
male,Greater European,2292
male,Greater European,18667.42
male,Greater European,155811.31
male,Greater European,36039.64
female,Greater European,85019.31
male,Greater European,145568.3
male,Hispanic,2292
male,Greater European,149606.42
male,Greater European,44854.02
male,Greater European,119613.74
male,Greater European,101658.4
male,Greater European,3783.6
male,Greater European,140719.84
male,Greater European,94019.4
male,Greater European,190303.12
male,Greater European,153342.03
male,Greater European,44539.35
male,Greater European,132341.08
male,Greater European,89034.11
male,Jewish,61452.73
male,Greater European,127708.76
male,Greater European,147202.97
male,Greater European,840.8
male,Greater European,154382.49
male,Greater European,109363.3
male,Greater European,202910.97
male,Greater European,71994.51
male,Hispanic,161390.76
male,Hispanic,46535.11
male,Greater European,154598.6
male,Greater European,121053.1
male,Greater European,187436.46
male,Greater European,112570.11
male,Greater African,108689.42
male,Greater European,125803.57
male,Greater European,130836.41
male,Greater European,170516.36
male,Greater European,64275.82
male,Jewish,129876.88
male,Greater European,616
male,Greater European,150914
male,Greater European,204561.11
male,Jewish,114423.49
male,Jewish,89414.72
male,Greater European,106081.15
male,Greater European,40990.94
male,Greater European,193716.87
male,Greater European,116618.29
male,Greater European,189313.24
male,Greater European,44897.75
male,Greater European,39175.45
male,Greater European,191995.55
male,East Asian,51855.52
male,Greater European,106411.33
male,Greater European,139649.54
male,Greater European,102956.35
male,Greater European,149019.02
male,Hispanic,27320
female,Greater European,91900.48
male,Greater European,145069.77
male,Greater European,123657.58
male,Greater European,147778.18
male,Greater European,152359.69
male,Greater European,7625.01
male,Greater European,196683.51
male,East Asian,195345.6
male,Greater European,46723.16
female,Greater European,103750.49
male,Greater European,39823.37
male,Hispanic,58174.55
male,Greater European,121859.09
male,Greater European,119856.15
male,Greater European,116490.13
male,Jewish,95639.69
male,Greater European,12606
male,Greater European,96322.66
male,Greater European,153834.88
male,Greater European,174225.15
male,Greater European,55547.35
male,Greater European,126699.81
male,Greater European,147631.79
male,Greater European,199128.93
male,Greater European,101273.79
male,Greater European,238.08
male,Greater European,103447.56
female,Greater African,99230.7
female,Greater European,152647.51
male,Greater European,30093.17
male,Greater European,12.95
male,Greater European,177478.83
male,Greater European,54197.25
female,Jewish,155014.15
female,Greater European,137231.32
male,Greater European,108487.79
male,Greater European,139960.37
male,Greater European,182387.78
male,East Asian,123225.8
male,Greater European,122627.31
male,Greater European,153782.34
male,Greater European,172741.33
male,Greater European,106027.59
male,Greater European,157704.98
male,Greater European,119.04
male,Greater European,76112.03
male,Greater European,150319.15
male,Greater European,46263.62
male,Greater European,133509.89
male,Greater European,239822.32
female,Greater European,92127.1
male,Greater European,131712.78
male,East Asian,58970.2
male,Greater European,109444.54
male,Greater European,133471.12
male,Hispanic,89665.85
male,Greater European,60429.19
male,Greater European,130071.93
male,Greater European,84655.21
male,Greater European,36649.18
male,Greater European,167790.49
male,Greater European,3783.6
male,Greater European,174242.71
male,East Asian,164341.62
male,Greater European,137714.67
male,Greater European,240563.96
male,Jewish,61635.54
female,Hispanic,71042.39
female,Greater European,128293.07
male,Greater European,47649.32
male,Greater European,25684.84
male,Greater European,230659.14
male,Jewish,751.83
male,Greater European,113288.05
male,Greater European,113674.76
male,Greater European,98573.45
male,Greater European,132349.96
male,Greater European,100380.91
male,Jewish,152268.4
male,Greater European,180875.68
male,Hispanic,93264.1
male,Greater European,84926.41
male,Greater European,137600.79
male,Greater European,34819.92
female,Greater European,99119.78
female,Greater European,5398.52
male,Greater European,133547.95
male,Greater European,102045.88
male,Greater European,94135.32
male,Greater European,205481.65
male,Jewish,144131.67
male,Greater European,130132.11
male,Jewish,199250
male,Greater European,12606
male,Greater European,181379.9
male,Greater European,202841.03
male,Greater European,107902.75
male,Greater European,3783.6
male,Greater European,152909.06
male,Greater European,217815.13
male,Greater European,130993.44
male,Greater European,149291.04
female,Greater European,105332.19
male,Greater European,99891.91
male,Greater African,87516.22
male,Jewish,147351.57
male,Greater European,140222.97
male,Greater European,8408
male,Greater European,171081.81
male,Greater European,123780.91
male,Greater European,163276.53
male,Greater European,209222.32
male,Greater European,117121.72
male,Hispanic,82246.71
male,Greater European,151459.45
male,Greater European,133787.09
male,Greater European,3962.2
male,Hispanic,169711.4
male,Greater European,217196.6
male,Greater European,69733.63
male,Greater European,8408
male,Greater European,147191.7
male,Greater European,71553.21
male,Greater European,132594.09
male,Greater European,127766.71
male,Greater European,167846.33
male,Hispanic,113114.29
male,Greater European,146034.27
male,Greater European,124065.89
male,Greater European,12606
male,Hispanic,175983.84
male,Greater European,6876
male,Greater European,216022.3
male,Greater European,163368.38
male,Greater European,162655.93
male,Greater European,103327.8
male,Greater European,135180.35
male,Greater European,5730
male,Greater European,8408
female,Greater European,164654.58
male,Greater European,19858.52
male,Greater European,154530.19
male,Greater European,168260.39
male,Greater European,127394.48
male,Greater European,203226.07
male,Greater European,60061.35
male,Greater European,108253.65
male,Greater European,139664.63
male,Greater European,84570.31
male,Greater European,144258.6
male,Greater European,49368.01
female,Greater European,35687.94
male,Greater European,171082.88
male,Greater European,242200.95
male,Greater European,118863.52
female,Greater European,42218.18
male,Greater European,173421.11
male,Greater European,92507.14
male,Greater European,13120.48
male,Greater European,44558.96
male,Greater European,214419.84
male,Greater European,183111.33
male,Greater European,99279.15
male,Greater European,170475.36
male,Greater European,95602.23
male,Greater European,174241.96
male,Greater European,168406
female,Greater European,31581.73
male,Greater European,9861.78
male,Greater European,127776.25
male,Greater European,29319.26
male,Greater African,96211.82
male,Jewish,126270.09
male,Greater European,156067.43
male,Greater European,131060.31
male,Jewish,95776.85
male,Greater European,122988.64
male,Greater European,252637.74
male,Greater European,155220.24
male,Greater European,129645.58
male,Greater European,107371.5
male,Greater European,105591.07
male,Greater European,157195.15
male,Greater European,134590.16
male,Jewish,19991.37
male,Greater European,177756.74
female,Greater European,96004.26
male,Greater European,142158.28
female,Hispanic,60038.94
male,Greater European,132130.69
male,Jewish,4204
male,Greater European,134547.42
male,Greater European,172853.63
male,Greater European,43977.21
male,Greater European,119254.28
male,Greater European,166305.08
male,Greater European,17700
male,Greater European,73386.71
female,Greater European,72564.49
male,Greater European,146202.16
male,Greater European,159778.22
female,Greater European,93736.98
male,Greater European,132062.36
male,Greater European,111289.72
male,Greater European,978.08
male,Greater European,99532.96
male,Greater European,151211.61
male,Greater European,111031.69
male,Hispanic,113345.64
male,Greater European,164263.74
male,Greater European,34987.25
male,Greater European,111127.75
female,Greater European,7764
male,Greater European,163185.19
male,Greater European,185111.41
male,Greater European,129031.17
male,Greater European,182917.42
male,Greater European,12606
male,Greater European,88481.39
female,Greater European,188544.75
male,Greater European,204835.93
male,Greater European,22278.89
male,Greater European,40428.59
male,Greater European,100736.47
male,Greater European,480
male,Greater European,196151.71
male,Greater European,156836.42
male,Hispanic,840.8
male,Greater European,3066.32
male,Jewish,186092.65
male,Greater European,3783.6
female,Greater European,131213.85
male,Greater European,110894.52
male,Greater European,154834.59
male,Greater European,121202.37
male,Greater European,7904
male,Greater European,59684.97
male,Greater European,110579.17
male,Hispanic,2292
male,Greater European,120796.6
male,Greater European,102148.45
male,Greater European,34705.62
male,Greater European,135952.94
male,Greater African,137985.79
male,Greater European,123881.56
male,Greater European,121536.43
male,East Asian,57079.38
male,Greater European,99573.41
male,Greater European,225882.56
male,Greater European,12606
male,Greater European,8106.28
male,Greater European,121869.43
male,Greater European,173620.1
male,Greater European,65812.7
male,Jewish,802.1
male,Jewish,36255.33
male,Greater European,169078.35
male,Greater European,105879.56
male,Greater European,50611.52
male,Greater European,41465.06
male,Greater European,5445.67
male,Greater European,60436.55
male,Greater European,183238.92
male,Jewish,92915.11
male,Greater European,141890.22
male,Jewish,60976.62
male,Greater European,130168.81
male,Greater European,156361.07
male,Jewish,163145.11
male,Greater European,3783.6
male,Greater European,107865.81
male,Greater European,221165.7
female,Greater European,150513.45
male,Greater European,160970.78
male,Greater European,107646.16
male,Greater European,110969.7
male,Greater European,12606
male,Greater European,180003.44
male,Greater European,45145.68
male,Hispanic,220189.02
male,Greater European,75737.6
male,Greater European,38295.01
male,Greater European,44209.39
male,Greater European,51083.15
male,Greater European,124969.23
male,Greater European,7070.62
male,Greater European,143756.04
male,Greater European,137753.5
female,Greater European,122390.87
male,Greater European,117138.05
male,Greater European,115573.14
male,Greater European,68257.7
male,Greater European,16263.74
male,Greater European,149379.12
female,Greater European,75404.36
male,Greater European,200416.67
male,Greater European,123299.71
female,Greater African,91526.07
male,Greater European,103170.64
male,Greater European,102967.32
male,Greater European,164230.74
male,Indian Subcontinent,122127.66
male,Greater European,153384.81
male,Greater European,143965.18
male,Greater European,141535.49
male,Greater European,102559.73
male,Greater European,140898.17
male,Greater European,137990.74
male,Greater European,444.54
male,Greater European,76062.41
male,Greater European,162924.8
male,Greater European,124372.99
male,Greater European,122471.81
male,Greater European,126281.7
female,Hispanic,203334.06
male,Greater European,183258
male,Greater European,131972.34
male,Greater European,126187.2
male,Greater European,35768.07
male,Greater European,9412.2
male,Greater European,103724.76
male,Greater European,98617.72
male,Greater European,160057.14
male,Jewish,131450
male,Greater European,99507.8
male,Greater European,138314.55
male,Greater European,124843.51
male,Greater European,131875.25
male,Greater European,120643.56
male,Greater European,12606
male,Greater European,840.8
male,Greater European,167895.97
male,Greater European,201154.13
male,Greater European,135848.28
male,Greater European,164045.43
male,Jewish,109129.68
female,Greater European,108063.21
male,Greater European,139390.65
male,Greater European,23560
male,Greater European,104295.89
male,Greater European,124817.66
male,Greater European,156458.07
male,Greater European,166998.62
male,Greater European,75971.92
male,Greater European,130094.14
male,Greater European,169832.03
male,Greater European,181404.85
male,Greater European,2292
male,Jewish,127743.98
male,Greater European,60259.24
male,Greater European,132966.36
male,Greater European,71148.81
male,Greater European,199536.89
male,Greater European,115935.52
male,Greater European,133783.7
male,Greater European,140338.84
male,Greater European,222093.35
male,Greater European,100794.35
male,Greater European,101194.2
male,Greater European,139267.22
male,Greater European,100505.87
female,Greater European,112178.61
male,Greater European,611.38
male,Greater European,105408.94
male,Hispanic,182209.14
male,Greater European,151101.91
male,Greater European,159938.92
male,Greater European,132917.48
male,Greater European,145754.67
male,Greater European,44520.8
male,Jewish,8408
female,Greater European,7964.19
male,Greater European,43065.73
male,Greater European,82525.15
male,Greater European,129449.93
female,Greater European,96014.41
male,Hispanic,155904.29
male,Greater European,165332.05
male,Greater European,32894.85
male,Greater European,122802.75
male,Greater European,132419.03
male,Jewish,126529.53
male,Greater European,141204.96
male,Greater European,19953.17
male,Greater European,118236.68
male,Greater European,150091.73
male,Greater European,177758.09
male,Greater European,133027.66
male,Jewish,102530.77
male,Greater European,206920.12
male,Greater European,33141.08
male,Greater European,124782.11
male,Jewish,21892.24
male,Greater European,123015.15
male,Greater European,173797.21
male,Greater European,96207.47
male,Jewish,114273.97
male,Greater European,95946.15
male,Greater European,46978
male,Greater European,84986.01
male,Greater European,106710.21
male,Greater European,149441.69
male,Greater European,15699.07
male,Greater European,115962.23
male,Greater African,118897.7
female,Greater European,123957.17
female,Greater European,108836.58
male,Greater European,127069.75
female,Greater European,133158.78
male,Greater European,12606
male,Greater European,133694.53
male,Greater European,155085.75
male,Greater European,210344.56
male,Hispanic,91317.04
male,Greater European,90715.36
male,Greater European,41833.68
male,Hispanic,139528.23
male,Greater European,162260.89
female,Greater European,140900.2
male,Greater European,147513.73
male,Greater European,103588.88
male,Greater European,130118.85
male,Greater European,127116.15
female,Greater European,92893.35
male,Indian Subcontinent,47377.17
female,Greater European,840.8
male,Greater European,37159.55
male,Greater European,130107.41
male,Hispanic,4204
male,Greater European,156458.17
male,Greater European,120516.48
female,Greater European,68165.12
male,Greater European,150791.91
male,Greater European,180708.17
male,Greater European,249661.17
male,Greater African,128007.96
male,Greater European,135115.35
male,Greater European,139377.31
male,Jewish,22840
male,Greater European,152979.92
male,Greater European,99002
male,Greater European,97454.79
male,Greater European,22873.87
male,Greater European,3847.5
male,Greater European,155875.24
male,Greater European,104446.38
male,Greater European,89014.03
male,Greater European,60664.82
male,Greater European,90949.46
male,Greater European,519.63
male,Jewish,55649.53
male,Greater European,39154.89
male,Greater European,178851.07
male,Greater European,80502.21
male,Greater European,130709.46
female,Greater European,104548.8
male,Greater African,119216.27
male,Greater European,152993.16
female,Greater European,132907.6
male,Greater European,116044.81
male,Greater European,124331.93
male,Greater European,180939.42
male,Greater European,139133.1
male,Greater European,122569.94
male,Jewish,123184.14
male,Hispanic,120097.81
male,Greater European,160496.07
male,Greater European,115941.41
male,Greater European,120591.36
male,Greater European,82292.96
male,Greater European,194566.57
male,Hispanic,10000
male,Greater European,114272.71
male,Greater European,119274.16
male,Greater European,39969.65
male,Greater European,119824.02
male,Greater European,124630.14
male,Greater European,181406.23
male,Greater European,98232.29
male,Greater European,39808.06
male,Greater European,85150.35
male,Greater European,92931.38
male,Greater European,177148.15
male,Greater European,139829.18
male,Greater European,172845.32
male,Greater European,137251.56
male,Greater European,142284.58
male,Greater European,153641.28
male,Greater European,155019.81
male,Greater European,109458.97
male,Jewish,102633.2
male,Greater European,112257.79
female,Greater European,136614.87
male,Hispanic,95199.53
male,Greater European,124414.06
male,Greater European,121786.52
male,Greater European,103159.24
male,Greater European,139734.55
male,Greater European,110281.46
male,Greater European,84716.94
male,Jewish,160310.88
male,Hispanic,78155.73
male,Greater European,2083.57
male,Greater European,144737.42
male,Greater European,126229.2
male,Jewish,148838.85
male,Jewish,8408
male,Greater European,102092.93
male,Greater European,146787.34
male,Greater European,146075.88
male,Greater European,169247.4
male,Greater European,169320.78
male,Greater European,95646.46
male,Greater European,131367.81
male,Greater European,69281.97
male,Hispanic,96745.63
female,Greater European,119367.44
male,Greater European,150927.5
male,Greater European,185375.67
male,Greater European,144944.54
male,Greater European,197931.16
male,Greater European,128322.73
male,Greater European,87979.02
male,Greater European,118604.82
male,Greater European,149245.44
male,Greater European,155776.38
male,Greater European,112905.09
male,Greater European,89054.08
male,Greater European,117520.82
male,Greater European,56017.07
male,Greater European,116571.18
male,Greater European,18440
male,Greater European,98660.24
male,Greater European,139490.5
male,Greater European,108369.74
male,Greater European,79304.08
male,Greater European,74321.46
male,Greater European,110626.63
male,East Asian,86059.27
male,Greater European,30246.09
male,Greater European,231571.19
male,Greater European,148412.75
male,Greater European,3783.6
male,Greater European,102983.37
male,Greater European,112908.04
male,Greater European,10887
male,Greater European,198459.39
male,Greater European,8408
male,Greater European,127172.97
male,Greater European,188252.35
male,Greater European,67241.06
male,Greater European,115297.68
female,Greater European,85050.2
male,Greater European,141597.15
male,Greater European,127407.33
male,Greater European,175853.99
male,Greater European,31875.94
female,Indian Subcontinent,88794.08
male,Greater European,119075.2
male,Greater European,103693.94
male,Greater European,94465.57
male,Hispanic,79703.27
male,Greater European,103690.88
male,Greater European,142412.57
female,Greater European,179686.86
male,Greater European,14734.42
male,Hispanic,91314.72
male,Greater European,105185.14
male,Greater European,50532.86
male,Greater European,96471.17
male,Greater European,111357.21
male,Greater European,140445.44
male,Greater European,137547.62
male,Greater European,91252.32
male,Greater European,111337.82
male,Greater European,137068.96
male,Greater European,97678.59
male,Greater European,149582.93
male,Greater European,272890.27
male,East Asian,21094.68
male,Greater European,258724.27
male,Greater European,63232.86
male,Greater European,109141.43
male,Greater European,148071.15
male,Greater European,150782.31
male,Greater European,40775.46
male,Greater European,92302.13
male,Greater European,121430.43
male,Greater European,137414.03
male,Greater European,194712.02
male,Greater European,87213.12
male,Greater European,140069.83
male,Greater European,136583.12
male,Greater European,119344.86
female,Greater European,114790.39
male,Greater European,129010.77
male,Jewish,43133.25
male,Greater European,198217.94
male,Greater European,77278.96
male,Greater European,840.8
male,Jewish,4100.93
male,Greater European,149677.97
male,Greater European,113515.98
male,Greater European,167507.67
male,Greater European,57491.09
male,Greater European,105003.9
male,Greater European,12606
male,Greater European,120285
male,Greater European,44146.4
male,Greater European,35302.47
male,Greater European,165205.31
male,Greater European,72947.07
male,Greater European,98705.52
male,Greater European,139278.4
male,Greater European,129203.68
male,Greater European,57392.23
male,Jewish,94466.09
male,Greater European,114541.43
male,Greater European,148957.96
male,Greater European,143093.76
male,Greater European,9739.53
male,Greater European,147968.56
female,Greater European,112679.35
male,Hispanic,97596.82
male,Jewish,41851.92
male,Hispanic,39596.77
male,Greater European,15021.12
male,Greater European,109091.12
male,Greater European,102044.73
male,Greater European,101896.73
male,Greater European,169523.9
male,Greater European,155761.67
male,Hispanic,139487.84
male,Greater European,155597.3
male,Greater European,185171.66
male,Greater European,135116.66
male,Greater European,144190.39
male,Hispanic,8408
male,Greater European,6220
male,Greater European,114.6
male,Greater European,122345.14
female,Greater European,52061.85
male,Greater European,233175.92
male,Greater European,107607.46
male,Greater European,140616.28
male,Greater European,130486.69
male,Greater European,173722.08
male,Greater European,45850.02
male,Greater European,144834.56
male,Greater European,6843.9
male,Greater European,139678.23
male,Greater European,103554.96
male,Greater European,106595.11
male,Greater European,94243.5
male,Greater European,85178.73
male,Greater European,134925
male,Greater European,13339.31
male,Greater European,130693.42
male,Greater European,5730
male,Greater European,103991.01
male,Greater European,152493.19
male,Greater European,218697.18
male,Greater European,18594.98
male,Greater European,144998.96
male,Greater European,144153.71
male,Greater European,3693.23
male,Greater European,89365.53
male,Greater European,159308.92
male,Greater European,135549.2
male,Greater African,120670.59
male,Greater European,133556.32
male,Greater European,139164.5
male,Greater European,15567.28
male,Greater European,2390
male,Greater European,107200.31
male,Greater European,164291.03
male,Greater European,132132.31
female,Greater European,93305.72
male,Greater European,129186.93
male,Greater European,116548.65
male,Greater European,218554.67
male,Greater European,197560.32
male,Greater European,137236.28
male,Greater European,150183.3
male,Greater European,122452.44
male,Greater European,6504.06
male,Greater European,187163.47
male,Greater European,48807.89
male,Greater European,10887
male,Greater European,35681.81
male,Greater European,105397.23
male,Greater European,226962.64
male,Greater European,171978.33
male,Greater European,115904.31
male,Greater European,162049.47
male,Greater European,40490.52
male,Greater European,108044.39
male,Greater European,163913.71
male,Greater European,200
male,Greater European,1760
male,Greater European,107159.08
male,Greater European,91908.82
male,Greater European,106090.72
male,Jewish,162497.7
male,Greater European,155219.14
male,Greater European,269582.57
male,Greater European,2004.2
male,Greater European,146783.77
male,Greater European,45563.48
male,Greater European,168420.06
male,Greater European,105905.73
male,Greater European,106445.47
male,Greater European,41915.9
male,Greater European,187068.01
male,Greater European,38945.45
male,Greater European,115265.43
male,Greater European,134950.98
male,Greater European,168711.1
male,Greater European,130813.27
male,Greater European,121549.19
male,Greater European,752.12
male,Greater European,130980.75
male,Greater European,163102.29
male,Greater European,92367.23
male,Greater European,6876
male,Greater European,110281.58
male,Greater European,122384.24
male,Greater European,149130.55
female,Greater European,120396.08
male,Hispanic,145460.33
male,Greater European,89501.18
male,Greater European,800
male,Greater European,105002.52
male,Jewish,107169.11
male,Greater European,170870.24
male,Greater European,124734.85
male,Greater European,137611.74
male,Greater European,89257.15
male,East Asian,179042.85
male,Greater European,77465.93
male,Greater African,169642.1
male,Greater European,135605.64
female,Greater European,113191.82
male,Greater European,119699.84
male,Greater European,172234.79
male,Greater European,129161.07
female,Greater European,32962.33
male,Greater European,98777.12
male,Greater European,10887
female,Hispanic,1000
male,Greater European,67254.89
male,Greater European,160104.76
