,key,counts
738,projector,1
620,rolled,1
621,door,1
736,games,1
624,yet,1
625,somehow,1
627,imagined,1
628,getting,1
629,ridgewood,1
733,basement,1
732,lighting,1
731,comforter,1
635,areas,1
612,came,1
719,inferior,1
661,classes,1
685,side,1
686,care,1
687,includes,1
688,maid,1
709,labeled,1
690,activity,1
708,became,1
692,social,1
693,get-togethers,1
694,fact,1
707,whole,1
696,energy,1
697,invaluable,1
705,knew,1
699,services,1
700,remove,1
701,roommate,1
684,higher,1
660,painting,1
683,yes,1
681,effort,1
662,dining,1
663,hamilton,1
718,30s,1
717,20searly,1
716,late,1
715,immaturity,1
668,easiest,1
714,bad,1
670,had,1
671,compare,1
672,traditional,1
673,doing,1
674,10,1
712,ability,1
711,parts,1
678,schedules,1
679,takes,1
682,money,1
610,suites,1
609,weeks,1
743,favorites,1
543,color,1
544,factory,1
545,pop-up,1
546,shorter,1
547,term,1
548,leases,1
549,tend,1
769,too,1
768,loves,1
553,independent,1
554,3,1
556,thus,1
557,terry,1
558,consistent,1
559,particular,1
765,couples,1
561,visiting,1
542,interesting,1
764,solution,1
772,efficient,1
773,concierge,1
521,satisfaction,1
522,whenever,1
780,enjoying,1
779,recommendations,1
525,6-month,1
526,contract,1
527,queens,1
778,tips,1
529,solid,1
777,cleaner,1
531,tidy,1
776,fantastic,1
533,stylish,1
534,modern,1
535,public,1
775,adriana,1
774,superintendant,1
539,chance,1
565,lawrence,1
566,showed,1
761,reason,1
750,bus,1
749,rsvp'd,1
592,kick,1
593,off,1
594,bbq,1
748,park,1
747,sculpture,1
746,king,1
598,budget,1
599,convenient,1
600,low,1
601,under,1
602,demands,1
603,reckless,1
604,landlords,1
745,storm,1
606,simple,1
751,station,1
588,lior,1
752,saturday,1
753,covered,1
568,concept,1
569,believe,1
570,wish,1
760,logistics,1
759,coordinate,1
573,saw,1
574,he,1
575,informative,1
519,asking,1
576,patient,1
757,wanting,1
756,admission,1
580,bring,1
581,florida,1
755,transportation,1
754,round-trip,1
584,rocks,1
585,difference,1
577,moves,1
881,dope,1
351,smaller,1
335,thumbs,1
1018,cisco,1
1017,internet,1
1016,100mbps,1
119,ask,1
120,jaye,1
1015,sonos,1
122,unsure,1
1014,nest,1
1013,roku,1
1012,tv,1
1011,android,1
1010,cleaners,1
128,affordable,1
129,user-friendly,1
1009,pictures,1
131,environment,1
133,glad,1
1019,meraki,1
1007,california,1
1020,ubiquiti,1
1022,-60dbm,1
94,representative,1
95,assigned,1
96,jurvany,1
1031,stripe,1
1030,card,1
99,personalized,1
100,wants,1
1029,mobile,1
102,option,1
103,fast,1
1028,entry,1
1027,keyless,1
1026,utensils,1
107,application,1
1024,washersdryers,1
1023,coverage,1
111,extremely,1
1021,aps,1
93,sold,1
135,choice,1
137,old,1
160,1st,1
161,month's,1
164,security,1
165,deposit,1
882,why,1
167,paid,1
168,per,1
990,outside,1
989,hiking,1
988,restaurant,1
987,check,1
173,especially,1
174,useful,1
986,channel,1
985,building's,1
984,invitations,1
983,you'll,1
158,front,1
136,alternative,1
995,plugged,1
155,pay,1
138,finding,1
1006,oakland,1
1005,in,1
141,broker,1
1004,residential,1
143,key,1
144,pluses,1
1003,requestedit's,1
1002,whatever,1
1001,repair,1
148,track,1
1000,human,1
999,via,1
151,negotiate,1
998,contact,1
997,common-,1
154,yourself,1
996,to,1
179,overseas,1
1032,emergency,1
1034,exclusive,1
1080,escalate,1
1079,pains,1
1078,growing,1
1077,due,1
1076,agreement,1
1075,ambiguity,1
1074,relay,1
1073,unable,1
1070,person,1
1069,eg,1
37,thanks,1
1068,genuine,1
1067,deciding,1
1066,confusion,1
1065,instances,1
1064,can't,1
1063,future,1
1082,senior,1
1062,continues,1
1083,immediately,1
19,soft,1
1102,options,1
1101,regard,1
1100,flexibility,1
1099,focus,1
1098,continue,1
1097,future,1
1096,believers,1
1094,depending,1
1093,consider,1
1092,arrangements,1
1091,lot,1
1090,meant,1
1089,appreciated,1
1088,resolved,1
1087,ensure,1
1086,his,1
1085,handled,1
21,land,1
1033,numbers,1
1061,fostering,1
1059,emphasis,1
70,experiance,1
71,shows,1
72,tries,1
1045,personal,1
1044,weren't,1
1042,potential,1
78,rare,1
79,among,1
1040,differed;,1
1039,structure,1
82,havermayer,1
83,seriously,1
1038,offerings,1
85,commute,1
1037,togethers,1
1036,informal,1
89,homesrooms,1
1046,mix,1
1060,placed,1
1047,financial,1
1049,amazingly,1
48,difficult,1
49,corona-virus,1
1058,thing,1
1056,relevant,1
53,course,1
1055,seems,1
55,action,1
56,financially,1
1054,there's,1
58,single,1
1053,well,1
60,began,1
1052,we're,1
62,words,1
1051,significant,1
1050,met,1
65,wasn't,1
1048,career,1
982,active,1
991,hang,1
182,soap,1
916,impressed,1
914,too,1
913,opens,1
912,hoping,1
277,washerdryer,1
278,unit,1
911,school,1
280,appliances,1
281,fixtures,1
282,entire,1
283,including,1
910,grad,1
285,closet,1
286,250sq,1
287,ft?,1
288,describe,1
909,provide,1
918,touring,1
908,money,1
271,specifically,1
921,happy,1
932,it,1
252,communal,1
931,job,1
254,imagine,1
255,said,1
930,communicative,1
929,supers,1
928,trust,1
259,local,1
181,basics,1
926,shame,1
925,landlord,1
924,average,1
264,perks,1
265,anywhere,1
923,puts,1
922,stoked,1
920,couple,1
907,saving,1
292,minimally,1
906,high,1
891,yorker,1
319,level,1
890,quickly,1
321,surrounding,1
322,unlike,1
889,applied,1
324,experienced,1
325,basically,1
888,breakup,1
327,normal,1
328,mean,1
886,applying,1
885,4,1
331,market,1
884,5stars,1
883,giving,1
334,insert,1
317,leave,1
892,article,1
893,describes,1
314,north,1
294,test,1
295,waters,1
904,itself,1
903,movies,1
298,paring,1
299,belongings,1
902,indie,1
901,bedroom,1
250,tad,1
302,result,1
900,privacy,1
305,regarding,1
899,professionals,1
897,chill,1
895,adults,1
311,special,1
312,shout,1
894,dorms,1
303,:,1
249,feeling,1
927,girl,1
957,locations,1
967,gather,1
966,huge,1
208,requests,1
965,fitness,1
964,building-,1
962,spaces,1
960,duration,1
215,delayed,1
216,currently,1
959,francisco,1
958,san,1
248,drawback,1
956,transferred,1
954,half,1
952,havermeyer,1
969,movies,1
951,enjoyable,1
203,they're,1
970,sf,1
981,fairly,1
184,paper,1
185,towels,1
979,pressure,1
978,involved,1
190,complaint,1
976,course,1
975,rooftops,1
193,remind,1
194,restock,1
974,working,1
196,essentials,1
973,lounge,1
199,forget,1
971,extra,1
202,cleanings,1
950,thoroughly,1
703,relationship,1
233,pumped,1
946,relaxed,1
237,individual,1
239,rather,1
941,hassle,1
940,whose,1
943,bills,1
945,enjoys,1
947,overwhelmed,1
232,switching,1
939,worry,1
235,consists,1
938,nonexistent,1
937,roomies,1
936,inconveniences,1
948,start,1
944,stressed,1
935,simpler,1
942,splitting,1
972,downstairs,2
896,bunch,2
713,make,2
1081,someone,2
994,network,2
744,trip,2
763,own,2
1084,properly,2
993,instant,2
992,got,2
898,young,2
1035,monthly,2
782,appreciate,2
829,finally,2
1025,bed,2
1095,big,2
977,liked,2
980,slack,2
826,gorgeous,2
710,dorm,2
793,spent,2
1071,accurate,2
762,girlfriend,2
949,fully,2
735,area,2
730,sheets,2
811,that's,2
810,4,2
729,parachute,2
1008,macarthur,2
953,house,2
767,done,2
727,casper,2
955,williamsburg,2
726,rooms,2
814,floor,2
805,concerned,2
770,brooklyn,2
737,movie,2
919,see,2
856,past,2
968,watch,2
742,lastly,2
816,plenty,2
836,short,2
963,each,2
1072,information,2
771,friendly,2
961,highlights,2
1041,encourage,2
837,both,2
1043,positive,2
849,absolute,2
1057,considering,2
739,private,2
933,homes,2
552,don't,2
223,owned,2
163,plus,2
462,four,2
463,wanted,2
263,same,2
344,while,2
467,minimalist,2
468,didn't,2
81,loved,2
470,location,2
471,transit,2
472,loop,2
474,started,2
481,facilities,2
483,ease,2
342,comfortable,2
211,follow,2
169,month,2
530,kept,2
333,change,2
372,close,2
11,commons,2
518,touch,2
517,keep,2
459,back,2
515,actually,2
496,almost,2
494,assistance,2
490,do,2
214,gets,2
212,case,2
76,makes,2
171,come,2
207,maintenance,2
206,responsive,2
246,share,2
408,paying,2
112,organized,2
406,current,2
118,call,2
401,transfer,2
400,decision,2
146,include,2
396,multiple,2
256,still,2
145,coliving,2
384,reasonable,2
362,scheduled,2
258,access,2
376,view,2
357,success,2
532,furnishings,2
109,process,2
418,aspect,2
449,convenience,2
448,week,2
447,available,2
440,communicating,2
348,caring,2
438,needs,2
108,move-in,2
349,prompt,2
262,portal,2
204,generally,2
433,taken,2
153,sharing,2
428,honestly,2
419,living,2
436,ago,2
269,mention,2
524,went,2
301,happier,2
304,response,2
614,tour,2
615,signing,2
676,utilities,2
616,similar,2
675,situations,2
537,handle,2
622,seemed,2
623,true,2
626,better,2
300,am,2
630,members,2
59,email,2
632,professional,2
633,respectful,2
636,incredible,2
641,founder,2
643,different,2
704,moreover,2
647,stress,2
653,times,2
192,may,2
655,wonderful,2
51,navigate,2
658,free,2
291,type,2
597,melissa,2
605,online,2
595,fun,2
222,used,2
272,tiny,2
550,doesn't,2
551,suitcases,2
1103,part,2
66,alone,2
695,spend,2
691,fee,2
562,sister,2
563,might,2
177,coming,2
596,neighbors,2
180,shared,2
318,hanging,2
183,tp,2
591,summer,2
590,weekend,2
308,questions,2
284,bathroom,2
572,nicely,2
586,quality,2
582,soon,2
313,jenna,2
8,fairview,2
14,transitioning,2
680,ton,2
664,show,2
366,fit,3
191,far,3
189,included,3
261,member,3
360,know,3
330,housing,3
149,down,3
152,cost,3
297,myself,3
872,together,3
873,going,3
188,etc,3
187,detergent,3
186,laundry,3
915,end,3
266,else,3
273,literally,3
22,before,3
917,how,3
329,possible,3
293,then,3
24,next,3
243,buildings,3
201,weekly,3
217,simonds,3
541,few,3
766,did,3
560,toured,3
41,thank,3
63,sense,3
571,decorated,3
758,hard,3
583,review,3
587,our,3
589,last,3
3,enjoyed,3
227,transition,3
611,cypress,3
619,once,3
734,large,3
637,least,3
725,example,3
654,cool,3
659,cooking,3
57,every,3
667,pacific,3
50,situation,3
677,cleaning,3
608,little,3
855,york,3
13,you're,3
275,dishwasher,3
125,able,3
845,overall,3
391,could,3
394,couldn't,3
380,amenities,3
34,helpful,3
224,another,3
251,less,3
528,ny,3
437,attentive,3
126,without,3
439,emails,3
36,kind,3
276,full,3
806,kitchen,3
464,something,3
484,membership,3
210,sure,3
792,co-living,3
497,year,3
512,feel,3
104,turn,3
127,her,3
16,nyc,4
268,think,4
253,i'd,4
228,seamless,4
200,during,4
934,life,4
45,through,4
310,quick,4
706,everyone,4
689,supplies,4
607,point,4
579,hope,4
540,go,4
536,support,4
75,tenants,4
489,lior,4
488,well,4
80,also,4
450,many,4
905,nice,4
434,over,4
411,stay,4
435,months,4
130,safe,4
323,ever,4
326,nothing,4
887,ended,4
332,needed,4
175,those,4
345,property,4
106,common's,4
358,manager,4
367,no,4
159,only,5
40,want,5
166,can,5
124,quickly,5
68,find,5
97,amazing,5
218,chicago,5
43,helping,5
195,these,5
142,some,5
105,around,5
86,work,5
172,furnished,5
698,because,5
336,here,5
365,perfect,5
354,complex,5
789,now,5
371,-,5
341,clean,5
339,say,5
382,neighborhood,5
385,price,5
486,highly,5
469,furniture,5
316,never,5
315,who,5
356,customer,5
407,lease,5
567,such,5
361,more,5
241,lot,5
413,buy,5
665,definitely,5
244,where,5
454,anyone,5
416,will,5
240,than,5
226,company,5
414,although,5
791,first,6
150,roommates,6
77,them,6
669,most,6
666,friends,6
346,team,6
238,which,6
225,management,6
230,we,6
198,often,6
388,even,6
432,since,6
121,i'm,6
245,room,6
84,awesome,6
460,being,6
458,moved,6
31,staff,6
88,beautiful,6
247,space,6
307,issues,6
368,easy,7
383,love,7
162,rent,7
67,would,7
52,best,7
205,pretty,7
274,everything,7
289,like,7
290,home,7
147,having,7
69,way,7
320,service,7
92,what,7
47,very,7
337,good,7
74,by,7
352,two,7
350,after,7
176,us,7
101,found,8
18,need,8
421,lived,8
156,much,8
578,into,8
555,experience,8
91,not,8
257,get,8
353,years,8
73,their,9
523,moving,9
134,made,9
25,move,9
270,about,9
453,recommend,9
338,things,9
29,do,9
267,one,9
117,when,9
5,time,10
209,just,10
132,live,10
23,your,10
33,always,10
309,super,10
306,any,10
221,building,10
260,events,11
631,people,11
231,were,11
219,it's,11
98,she,11
170,apartments,11
115,looking,11
451,community,11
564,there,11
30,so,12
44,me,12
242,other,12
178,from,12
296,i've,14
139,an,14
538,had,14
229,out,15
20,place,15
110,be,15
140,apartment,15
402,on,16
87,has,16
46,this,16
279,new,16
7,at,17
236,all,17
12,if,17
2,really,17
197,they,18
116,city,18
17,or,19
90,but,19
220,been,19
157,up,20
1,have,22
6,living,24
64,that,24
28,great,24
123,as,26
213,it,26
113,you,29
39,,33
114,are,34
234,,35
61,with,38
4,my,48
26,is,49
32,was,50
38,for,53
54,of,59
42,common,72
9,in,81
27,a,122
0,i,124
15,to,136
10,the,140
35,and,154
